cand_id,name,age,party_id,spl_attribute_id
cand1706,"SANJAY MAURYA",45,IND,1706
cand1707,"Dr K P SINGH",60,IND,1707
cand1708,"Kishan Kapoor",67,BJP,1708
cand1709,"Dr. Kehar Singh",49,BSP,1709
cand1710,"Pawan Kajal",45,INC,1710
cand1711,"Prem Chand Vishvakarma",67,NED,1711
cand1712,"Dr. Swaroop Singh Rana",58,SWAP,1712
cand1713,"Subhash Chand",70,HIMJKP,1713
cand1714,"Chander Bhan (Baabla)",54,IND,1714
cand1715,"Col. Narinder Pathania",67,IND,1715
cand1716,"Nisha Katoch",36,IND,1716
cand1717,"Bachan Singh Rana",52,IND,1717
cand1718,"Dr. Sanjiv Guleria",58,IND,1718
cand1719,"AASHRAY SHARMA",32,INC,1719
cand1720,"DALEEP SINGH KAITH",48,CPIM,1720
cand1721,"RAM SWAROOP SHARMA",60,BJP,1721
cand1722,"SES RAM",48,BSP,1722
cand1723,"KARTAR CHAND",44,SWAP,1723
cand1724,"KHEM CHAND",43,PPID,1724
cand1725,CHANDERMANI,61,AIFB,1725
cand1726,"MEHAR SINGH",53,RADM,1726
cand1727,"RAJENDER SURYAVANSHI",42,APOI,1727
cand1728,"SHIV LAL THAKUR",64,BSCP,1728
cand1729,"GUMAN SINGH",59,IND,1729
cand1730,"GHANSHYAM CHAND THAKUR",63,IND,1730
cand1731,"COL. THAKUR SINGH",66,IND,1731
cand1732,"DEV RAJ BHARDWAJ",66,IND,1732
cand1733,"DHARMENDER SINGH THAKUR",49,IND,1733
cand1734,"BRIJ GOPAL",59,IND,1734
cand1735,"SUBHASH MOHAN SNEHI",41,IND,1735
cand1736,"ANURAG SINGH THAKUR",44,BJP,1736
cand1737,"DESH RAJ",40,BSP,1737
cand1738,"RAM LAL THAKUR",68,INC,1738
cand1739,"KRISHAN GOPAL",28,SATBP,1739
cand1740,"TULSI RAM SHARMA",73,AIFB,1740
cand1741,"RAM SINGH SHUKLA",66,BMUP,1741
cand1742,"ASHISH KUMAR",38,IND,1742
cand1743,"ASHOK SHARMA",55,IND,1743
cand1744,"PARVEEN THAKUR",52,IND,1744
cand1745,"RADHA KRISHAN NAROTRA",64,IND,1745
cand1746,"VIKASH KUMAR",30,IND,1746
cand1747,"DHANI RAM SHANDIL",78,INC,1747
cand1748,"VIKRAM SINGH",33,BSP,1748
cand1749,"SURESH KUMAR KASHYAP",48,BJP,1749
cand1750,"MANOJ RAGHUVANSHI",27,AIFB,1750
cand1751,"SHAMSHER SINGH",37,RADM,1751
cand1752,"RAVI KUMAR DALIT",39,IND,1752
cand1753,"JAHANGIR KHAN",46,JKNPP,1753
cand1754,"ABDUL QAYOOM WANI",59,JKPDP,1754
cand1755,"HAJI FAROOQ AHMAD MIR",55,INC,1755
cand1756,"MOHAMMAD AKBAR LONE",71,JKN,1756
cand1757,"MOHD MAQBOOL WAR",65,BJP,1757
cand1758,"RAJA AIJAZ ALI",67,JPC,1758
cand1759,"JAVID AHMAD QURESHI",45,IND,1759
cand1760,"SYED NAJEEB SHAH NAQVI",48,IND,1760
cand1761,"ENGINEER RASHID",54,IND,1761
cand1762,"Sheikh Khalid Jehangir",43,BJP,1762
cand1763,"Aga Syed Mohsin",58,PDP,1763
cand1764,"Abdual Rashid Ganie",44,JKNPP,1764
cand1765,"Farooq Abdullah",83,JKN,1765
cand1766,"Showkat Hussain Khan",37,JD(U),1766
cand1767,"Abdul Khaliq Bhat",40,SHS,1767
cand1768,"Irfan Raza Ansari",41,JPC,1768
cand1769,"Nazir Ahmad Lone",46,RAJPA,1769
cand1770,"Nazir Ahmad Sofi",33,MANPA,1770
cand1771,"Bilal Sultan",46,IND,1771
cand1772,"Sajjad Ahmad Dar",30,IND,1772
cand1773,"Abdul Rashid Banday",67,IND,1773
cand1774,"HASNAIN MASOODI",65,JKN,1774
cand1775,"GHULAM AHMAD MIR",60,INC,1775
cand1776,"MEHBOOBA MUFTI",59,JKPDP,1776
cand1777,"NISAR AHMAD WANI",36,JKNPP,1777
cand1778,"SOFI YOUSUF",53,BJP,1778
cand1779,"SURINDER SINGH",60,PSPL,1779
cand1780,"SANJAY KUMAR DHAR",51,MANPA,1780
cand1781,"CH. ZAFFAR ALI",60,JPC,1781
cand1782,"IMTIYAZ AHMAD RATHER",47,IND,1782
cand1783,"RIDWANA SANAM",39,IND,1783
cand1784,"RIYAZ AHMAD BHAT",45,IND,1784
cand1785,"ZUBAIR MASOODI",38,IND,1785
cand1786,"MIRZA SAJAD HUSSAIN BEIGH",36,IND,1786
cand1787,"SHAMS KHWAJA",58,IND,1787
cand1788,"ALI MOHAMMAD WANI",48,IND,1788
cand1789,"GH. MOHD. WANI",45,IND,1789
cand1790,"KYASIR AHMAD SHEIKH",31,IND,1790
cand1791,"MANZOOR AHMAD KHAN",47,IND,1791
cand1792,"Jamyang Tsering Namgyal",33,BJP,1792
cand1793,"Rigzin Spalbar",61,INC,1793
cand1794,"Asgar Ali Karbalai",54,IND,1794
cand1795,"Sajjad Hussain",37,IND,1795
cand1796,"TILAK RAJ BHAGAT",62,BSP,1796
cand1797,"DR. JITENDRA SINGH",62,BJP,1797
cand1798,"VIKRAMADITYA SINGH",54,INC,1798
cand1799,"HARSH DEV SINGH",59,JKNPP,1799
cand1800,"LAL SINGH",60,DSSP,1800
cand1801,"MOHD AYUB",55,NRCP,1801
cand1802,MEENAKSHI,34,SHS,1802
cand1803,"BANSI LAL",53,IND,1803
cand1804,"RAKESH MUDGAL",42,IND,1804
cand1805,"SHABER AHMED",34,IND,1805
cand1806,"GARIB SINGH",58,IND,1806
cand1807,"FIRDOUS AHMED BAWANI",42,IND,1807
cand1808,"Badri Nath",62,BSP,1808
cand1809,"Prof. Bhim Singh",78,JKNPP,1809
cand1810,"Jugal Kishore",56,BJP,1810
cand1811,"Raman Bhalla",56,INC,1811
cand1812,"Javaid Ahmed",37,AIFB,1812
cand1813,"Sushil Kumar",46,HND,1813
cand1814,"Syed Aqib Hussain",27,INDPP,1814
cand1815,"Gursagar Singh",39,NRCP,1815
cand1816,"Lal Singh",60,DSSP,1816
cand1817,"Mohd Younis",54,JKPPAP,1817
cand1818,"Manish Sahni",50,SHS,1818
cand1819,"Anil Singh",25,IND,1819
cand1820,"Balwan Singh",45,IND,1820
cand1821,Bahadur,39,IND,1821
cand1822,"Perseen Singh",39,IND,1822
cand1823,"Tarseem Lal Khullar",53,IND,1823
cand1824,"Rajiv Chuni",56,IND,1824
cand1825,"Subash Chander",53,IND,1825
cand1826,"Satish Poonchi",70,IND,1826
cand1827,"Sakander Ahmad Nourani",30,IND,1827
cand1828,"Syed Zeshan Haider",28,IND,1828
cand1829,"Shazad Shabnam",27,IND,1829
cand1830,"Er. Ghulam Mustafa Chowdhary",37,IND,1830
cand1831,"ANNASAHEB SHANKAR JOLLE",55,BJP,1831
cand1832,"PRAKASH BABANNA HUKKERI",72,INC,1832
cand1833,"MACHENDRA DAVALU KADAPURE",49,BSP,1833
cand1834,"APPASAHEB SHRIPATI KURANE",37,BBM,1834
cand1835,"PRAVEENKUMAR BALIGATTI",27,UPJP,1835
cand1836,"MAGDUM ISMAILMAGDUM",58,RPI,1836
cand1837,"KALLAPPA GUDASI",63,IND,1837
cand1838,"JITENDRA SUBHASH NERLE",44,IND,1838
cand1839,"MOHAN GURAPPA MOTANNAVAR",43,IND,1839
cand1840,"WAJANTRI VISHWNATH KALLOLI",29,IND,1840
cand1841,"SHRINIK ANNASAHEB JANGATE",40,IND,1841
cand1842,"ANGADI SURESH CHANNABASAPPA",63,BJP,1842
cand1843,"BADRODDIN KAMDOD",43,BSP,1843
cand1844,Dr.SADHUNAVAR,69,INC,1844
cand1845,"DILSHAD SIKANDAR TAHASHILDAR",44,RPI(A),1845
cand1846,"MANJUNATH H RAJAPPANAVAR",38,UPJP,1846
cand1847,"ANIL BABAN HEGADE",42,IND,1847
cand1848,"ASHUTOSH S KAMBALE",27,IND,1848
cand1849,"ANAND RAMESH PATIL",54,IND,1849
cand1850,"UDAY KUNDARGI",54,IND,1850
cand1851,"UDAY TUKARAM NAIK",29,IND,1851
cand1852,"ONKARSINGH BHATIA",57,IND,1852
cand1853,"KALLAPPA KRUSHNA KOWADKAR",38,IND,1853
cand1854,"KAVITA DEEPAK KOLE",35,IND,1854
cand1855,"KRISHNAKANT KAMANNA BIRJE",68,IND,1855
cand1856,"GAJANAN AMRUT TOKANEKAR",51,IND,1856
cand1857,"GANESH M DADDIKAR",42,IND,1857
cand1858,"GOPAL BALAWANTRAO DESAI",60,IND,1858
cand1859,"CHETAKKUMAR YALLAPPA KAMBLE",33,IND,1859
cand1860,"DHANANJAY RAJARAM PATIL",42,IND,1860
cand1861,"NAGESH SUBHASH BOBATE",26,IND,1861
cand1862,"NITEEN DHONDIBA ANANDACHE",48,IND,1862
cand1863,"NILKANTH MAHADEV PATIL",53,IND,1863
cand1864,"NANDA MARUTI KODACHWADKAR",54,IND,1864
cand1865,"PRAKASH BALAPPA NESARKAR",48,IND,1865
cand1866,"PRANAM PRAKASH PATIL",40,IND,1866
cand1867,"PRABHAKAR BHUJANG PATIL",51,IND,1867
cand1868,"PANDURANG MALLAPPA PATTAN",61,IND,1868
cand1869,"BULAND DEEPAK DALVI",44,IND,1869
cand1870,"MAHADEV MARUTI MANGANAKAR",45,IND,1870
cand1871,"MARUTI SIDDAPPA CHOUGULE",51,IND,1871
cand1872,"MEGHARAJ SHIVAGOUDAPPA KHANAGOUDAR",30,IND,1872
cand1873,"RANJIT KALLAPPA PATIL",41,IND,1873
cand1874,"RAJU CHANGAPPA DIVATAGI",42,IND,1874
cand1875,"RAJENDRA YALLAPPA PATIL",44,IND,1875
cand1876,"RAMCHANDRA KRISHNA GAONKAR",38,IND,1876
cand1877,"RAMCHANDRA DATTOBA PATIL",63,IND,1877
cand1878,"LAXMAN BHIMARAO DALAVI",44,IND,1878
cand1879,"LAXMANRAO SOMANNA MELGE",84,IND,1879
cand1880,"LAXMI SUNIL MUTAGEKAR",41,IND,1880
cand1881,"VIJAY KRISHNA MADAR",40,IND,1881
cand1882,"VIJAY LAXMAN PATIL",59,IND,1882
cand1883,"VINAYAK GOPAL GUNJATKAR",48,IND,1883
cand1884,"VINAYAK BALKRISHNA MORE",26,IND,1884
cand1885,"VISHWANATH RAGHUNATH BUWAJI",27,IND,1885
cand1886,"SHIVARAJ NARAYAN PATIL",54,IND,1886
cand1887,"SHRIKANT BALKRISHNA KADAM",31,IND,1887
cand1888,"SHUBHAM VIKRANT SHELKE",25,IND,1888
cand1889,"SHANKAR PUNNAPPA CHAUGALE",64,IND,1889
cand1890,"RATHOD SHANKAR PANDAPPA",50,IND,1890
cand1891,"SACHIN MANOHAR NIKAM",42,IND,1891
cand1892,"SACHIN SHANTARAM KELAVEKAR",32,IND,1892
cand1893,"SUNIL GUDDAKAYU",34,IND,1893
cand1894,"SUNIL VITTAL DASAR",31,IND,1894
cand1895,"SURESH KHEMANA RAJUKAR",58,IND,1895
cand1896,"SURESH BASAPPA MARALINGANNAVAR",46,IND,1896
cand1897,"SANJAY SHIVAPPA KAMBLE",39,IND,1897
cand1898,"SANDIP VASANTH LAD",35,IND,1898
cand1899,"Gaddigoudar Parvatagouda Chandanagouda",68,BJP,1899
cand1900,"Mahmad Husen Mujawar",36,BSP,1900
cand1901,"Veena Kashappanavar",38,INC,1901
cand1902,"Parashuram Laxman Neelnaik",48,RPIK,1902
cand1903,"Basanagouda Ramanagouda Meti",47,SDC,1903
cand1904,"Jamindar Maruti",37,KJP,1904
cand1905,"Muttappa Mudakappa Hirekumbi",45,RTBHP,1905
cand1906,"Adagal Rajendra",43,BMUP,1906
cand1907,"Ramanagoud S Balawad",39,HJP,1907
cand1908,"M Shashikumar Hlepadi",44,UPJP,1908
cand1909,"Pendari Buddesab Makabulsab",41,IND,1909
cand1910,"Muttu S Surakod (Madar)",33,IND,1910
cand1911,"Ravi Shivappa Padasalagi",42,IND,1911
cand1912,"Shivarajkumar Ajjappa Talawar",29,IND,1912
cand1913,"JIGAJINAGI RAMESH CHANDAPPA",66,BJP,1913
cand1914,"PUJARI SHRINATH SANGAPPA",36,BSP,1914
cand1915,"DR. SUNITA DEVANAND CHAVAN",42,JD(S),1915
cand1916,"GURUBASAVA. P . RABAKAVI",25,UPJP,1916
cand1917,"SHRIVENKATESHWAR MAHA SWAMIJI (KATAKADHOND D.G)",31,HJP,1917
cand1918,"YAMANAPPA VITTAL GUNADAL",37,RPIK,1918
cand1919,"RUDRAPPA DEYAPPA CHALAWADI",55,BBM,1919
cand1920,"DADASAB SIDDAPPA BAGAYAT",46,IND,1920
cand1921,"DONDIBA RAMU RATHOD",42,IND,1921
cand1922,"DHAREPPA MAHADEV ARDHAVAR",33,IND,1922
cand1923,"BALAJI DYAMANNA WADDAR (YATNAL)",34,IND,1923
cand1924,"RAMAPPA HARIJAN (HOLER)",36,IND,1924
cand1925,"DR. UMESH G JADHAV",60,BJP,1925
cand1926,"MALLIKARJUN KHARGE",77,INC,1926
cand1927,"K. B. VASU",39,BSP,1927
cand1928,"D. K. KONKATE KEROOR",42,RSPS,1928
cand1929,RAJKUMAR,41,BBKD,1929
cand1930,"MAHESH LAMBANI",26,UPJP,1930
cand1931,"VIJAY JADHAV",32,SJPA,1931
cand1932,"S. M. SHARMA",35,SUCI(C),1932
cand1933,"SHANKAR JADHAV",58,BHPP,1933
cand1934,"G. TIMMARAJU",44,IND,1934
cand1935,"DR. M. P. DARAKESHWARAIAH",60,IND,1935
cand1936,"RAMESH BHEEMSINGH CHAVAN",35,IND,1936
cand1937,"B. V NAIK",53,INC,1937
cand1938,"RAJA AMARESHWARA NAIK",62,BJP,1938
cand1939,"B. VENKANAGOUDA NAYAKA",37,BSP,1939
cand1940,"NIRANJAN NAYAK",30,UPJP,1940
cand1941,"K. SOMASHEKHAR YADAGIRI",54,SUCI(C),1941
cand1942,"ESHWAR B. KHANDRE",57,INC,1942
cand1943,"BABA BUKHARI",65,BSP,1943
cand1944,"BHAGWANTH KHUBA",50,BJP,1944
cand1945,"ABDUS SATTAR MUJAHED",53,ABML(S),1945
cand1946,"AMBRESH KENCHA",36,UPJP,1946
cand1947,"DAYANAND GODBOLE",32,APOI,1947
cand1948,"MOHAMMED ABDUL WAKEEL",47,BHAPRAP,1948
cand1949,"MOHAMMED YOUSUF",42,PRSTP,1949
cand1950,"MD MERAJUDDIN",34,BAHUMP,1950
cand1951,"ADVOCATE MOULVI ZAMERUDDIN",65,NDEP,1951
cand1952,RAJKUMAR,33,PUJP,1952
cand1953,"RAJAMABI DASTAGIR",59,BBKD,1953
cand1954,"SUGRIV BHARAT KACHAVE",29,KKJHS,1954
cand1955,"SANTOSH RATHOD",41,BJKD,1955
cand1956,"MOULAPPA. A. MALGE",41,IND,1956
cand1957,"MAULASAB TADAKAL",63,IND,1957
cand1958,"RAVIKANT. K. HUGAR VAKIL",48,IND,1958
cand1959,"SHARAD GANDGE",46,IND,1959
cand1960,"SHIVARAJ TIMMANNA BOKKE",66,IND,1960
cand1961,"SHRIMANTH ARJUN YEVATE PATIL",67,IND,1961
cand1962,"MUFTI SHIAK ABDUL GAFFAR",44,IND,1962
cand1963,"SAIBANNA JAMADAR",28,IND,1963
cand1964,"K.RAJASHEKAR BASAVARAJ HITNAL",38,INC,1964
cand1965,"SHIVAPUTRAPPA. GUMAGERA",49,BSP,1965
cand1966,"KARADI SANGANNA AMARAPPA",64,BJP,1966
cand1967,ANNOJIRAO.G,43,SJPA,1967
cand1968,"COMRADE B.BASAVALINGAPPA",42,MLPOIRF,1968
cand1969,"BANDIMATH SHARANAYYA",37,UPJP,1969
cand1970,"HEMARAJ VEERAPUR",44,CPIM,1970
cand1971,"PA.YA. GANESH",45,IND,1971
cand1972,"NAGARAJ KALAL",44,IND,1972
cand1973,"BALARAJ. YADAV",34,IND,1973
cand1974,"MALLIKARJUN HADAPAD",48,IND,1974
cand1975,SATISHREDDY,28,IND,1975
cand1976,"SURESH GOUDA MUNDINAMANE",39,IND,1976
cand1977,SURESH.H,34,IND,1977
cand1978,"V. S. UGRAPPA",65,INC,1978
cand1979,"K. GULAPPA",69,BSP,1979
cand1980,"Y. DEVENDRAPPA",67,BJP,1980
cand1981,"B. ESHWARAPPA",40,SHS,1981
cand1982,"A. DEVADAS",51,SUCI(C),1982
cand1983,"NAVEEN KUMAR. S",29,BHAPRAP,1983
cand1984,"NAYAKARA RAMAPPA",30,ILP(AP),1984
cand1985,"B. RAGHU",35,PPOI,1985
cand1986,"P. D. RAMANAYAKA",43,RPIK,1986
cand1987,"T. VEERESH",35,SMFB,1987
cand1988,"CONDUCTOR PAMPAPATHI",60,IND,1988
cand1989,"AYUBAKHAN A PATHAN",64,BSP,1989
cand1990,"D.R. PATIL",72,INC,1990
cand1991,"UDASI. S.C.",52,BJP,1991
cand1992,"ISHWAR PATIL",37,UPJP,1992
cand1993,"SHYLESH NAZARE ASHOK",48,ILP(AP),1993
cand1994,"BASAVARAJ. S. DESAI",47,IND,1994
cand1995,"BOMMOJI. RAMAPPA. SIDDAPPA",64,IND,1995
cand1996,"VEERABHADRAPPA VEERAPPA KABBINADA URF BANDI",72,IND,1996
cand1997,"SIDDAPPA. KALLAPPA. POOJAR",37,IND,1997
cand1998,HANUMANTHAPPA.D.KABBAR,35,IND,1998
cand1999,"Irappa Madar",44,BSP,1999
cand2000,"Pralhad Joshi",56,BJP,2000
cand2001,"Vinay Kulkarni",52,INC,2001
cand2002,"Gangadhar Badiger",37,SUCI(C),2002
cand2003,"Vadiraj Mannari Madhusudhan (Pandurangi)",49,AINHCP,2003
cand2004,"Raju Harishchandra Kamble",35,AMKP,2004
cand2005,"Revanshiddappa Basavaraj Talawar",28,BPKP,2005
cand2006,"Vinod D Ghodke",54,PBI,2006
cand2007,"Santosh Nandur",40,UPJP,2007
cand2008,"Dundasi Abdulrahiman Mahammad Hanif",49,IND,2008
cand2009,"Udayakumar Ayyappa Ambiger",46,IND,2009
cand2010,"B. G. Sangannavar",36,IND,2010
cand2011,"Makhtum khan. Hasanalikhan Sirdesai",42,IND,2011
cand2012,"Mallikarjunagouda Giriyappagouda Balanagoudra",54,IND,2012
cand2013,"Raju. Anantsa. Naikwadi",39,IND,2013
cand2014,"Maradagi Veerappa Gurushantappa",46,IND,2014
cand2015,"Shakeel Ahmad Abdulsattar Dodwad",37,IND,2015
cand2016,"Somashekhar. Peeraji. Yadav.",42,IND,2016
cand2017,"Hashinabanu Tapalvale",55,IND,2017
cand2018,"ANANTKUMAR HEGDE",51,BJP,2018
cand2019,"ANAND ASNOTIKAR",39,JD(S),2019
cand2020,"SUDHAKAR KIRA JOGALEKAR",54,BSP,2020
cand2021,"NAGARAJ NAIK",36,RSPS,2021
cand2022,"NAGRAJ SHRIDHAR SHET",32,RJBP,2022
cand2023,"MANJUNATH SADASHIV",34,BHBHP,2023
cand2024,"SUNIL PAWAR",32,UPJP,2024
cand2025,"ANITA ASHOK SHET",52,IND,2025
cand2026,"KUNDABAI GANAPATI PARULEKAR",63,IND,2026
cand2027,"CHIDANAND HARIJAN",58,IND,2027
cand2028,"NAGARAJ ANANT SHIRALI",52,IND,2028
cand2029,"BALAKRISHNA ARJUN PATIL",39,IND,2029
cand2030,"MOHAMMED ZABROOD KHATEEB",44,IND,2030
cand2031,"H B MANJAPPA",51,INC,2031
cand2032,"SIDDAPPA B H",64,BSP,2032
cand2033,"G M SIDDESHWAR",67,BJP,2033
cand2034,"H ESHWARAPPA",65,IPBP,2034
cand2035,"GANESHA B A",27,UPJP,2035
cand2036,"MADHU THOGALERI",30,SUCI(C),2036
cand2037,"RAVINDRA NAVALE",66,ILP(AP),2037
cand2038,"S K AFZALKHAN",35,IND,2038
cand2039,"ABDUL NAZEER SAB",59,IND,2039
cand2040,"MOHAMMED ALEEMULLA",37,IND,2040
cand2041,"ALUR M G SWAMY",72,IND,2041
cand2042,"V IQBAL AHEMAD",50,IND,2042
cand2043,"B V TIPPESWAMY GOSHALE",48,IND,2043
cand2044,"A T DADAKHALANDAR",37,IND,2044
cand2045,"BARKATH ALI",50,IND,2045
cand2046,"MOHAMED HAYATH",35,IND,2046
cand2047,"MANJUNATHA MARIKOPPA",32,IND,2047
cand2048,"C M MANJUNATHA SWAMI",36,IND,2048
cand2049,"V MANJUNATHACHAR",52,IND,2049
cand2050,"M B VEERABHADRAPPA",59,IND,2050
cand2051,"SHASHIKUMAR R N",29,IND,2051
cand2052,"Dr|| SRIDHARA UDUPA",67,IND,2052
cand2053,"S S SUBHAN KHAN",52,IND,2053
cand2054,"SYED. ZABIULLA K",55,IND,2054
cand2055,"HARISH HALLI",37,IND,2055
cand2056,GUDDAPPA,55,BSP,2056
cand2057,S.MADHUBANGARAPPA,52,JD(S),2057
cand2058,B.Y.RAGHAVENDRA.,46,BJP,2058
cand2059,KRISHNA.K.,39,PPOI,2059
cand2060,VENKATESH.R,31,UPJP,2060
cand2061,S.UMESHAPPA,56,IND,2061
cand2062,"S.UMESHA VARMA",63,IND,2062
cand2063,"MOHAMMED YUSUF KHAN",51,IND,2063
cand2064,N.T.VIJAYAKUMAR,55,IND,2064
cand2065,"K.C.VINAY RAJAVATH",26,IND,2065
cand2066,SHASHIKUMAR.S.GOWDA,37,IND,2066
cand2067,"SHEKARA NAIK",63,IND,2067
cand2068,"P. PARAMESHWARA",43,BSP,2068
cand2069,"PRAMOD MADHWARAJ",50,JD(S),2069
cand2070,"SHOBHA KARANDLAJE",52,BJP,2070
cand2071,"P. GOUTHAM PRABHU",31,SHS,2071
cand2072,"M.K DAYANANDA",69,PSS,2072
cand2073,"COMRADE VIJAYKUMAR",45,CPIM,2073
cand2074,"SHEKAR HAVANJE",44,RPIK,2074
cand2075,"SURESH KUNDER",64,UPJP,2075
cand2076,"ABDUL RAHMAN",34,IND,2076
cand2077,"AMRITH SHENOY P",41,IND,2077
cand2078,"MAGGALAMAKKI GANESHA",56,IND,2078
cand2079,"K.C. PRAKASH",54,IND,2079
cand2080,"PRAJWAL REVANNA",28,JD(S),2080
cand2081,"MANJU A",60,BJP,2081
cand2082,"VINODRAJ K H",29,BSP,2082
cand2083,"H M CHANDREGOWDA",65,UPJP,2083
cand2084,"M. MAHESH (AL: LOKESH)",49,IND,2084
cand2085,"R G SATHISHA",48,IND,2085
cand2086,"NALIN KUMAR KATEEL",52,BJP,2086
cand2087,"MITHUN M RAI",34,INC,2087
cand2088,"S. SATHISH SALIAN",52,BSP,2088
cand2089,"MOHAMMED ELIYAS",57,SDPI,2089
cand2090,"VIJAY SHREENIVAS .C",47,UPJP,2090
cand2091,"SUPREETH KUMAR POOJARY",43,HJP,2091
cand2092,"ABDUL HAMEED",42,IND,2092
cand2093,ALEXANDER,61,IND,2093
cand2094,"DEEPAK RAJESH COELHO",43,IND,2094
cand2095,"MOHAMMAD KHALID",42,IND,2095
cand2096,"MAXIM PINTO",55,IND,2096
cand2097,"VENKATESH BENDE",47,IND,2097
cand2098,"H. SURESH POOJARY",47,IND,2098
cand2099,"B N CHANDRAPPA",64,INC,2099
cand2100,"A NARAYANASWAMY",62,BJP,2100
cand2101,"MAHANTHESH C U",38,BSP,2101
cand2102,"ARUNACHALAM Y",34,PPOI,2102
cand2103,DEVENDRAPPA,42,UPJP,2103
cand2104,"NIRANJANA A D CHEELANGI",38,ASP,2104
cand2105,"S MEETYANAIK",48,PSPL,2105
cand2106,"KUMAR Y",46,IND,2106
cand2107,GANESH,58,IND,2107
cand2108,"THIPPESWAMY T",63,IND,2108
cand2109,"C H NARAYANASWAMY",62,IND,2109
cand2110,"D PENNAPPA TURUVANUR",48,IND,2110
cand2111,"V S BHUTHARAJA",31,IND,2111
cand2112,"RAMESHA V",39,IND,2112
cand2113,"L RANGAPPA (RTD.DDPI)",67,IND,2113
cand2114,"LOKESHA M K",40,IND,2114
cand2115,"N T VIJAYAKUMAR",55,IND,2115
cand2116,"L VENUGOPAL",32,IND,2116
cand2117,"R HANUMANTHAPPA",70,IND,2117
cand2118,"H. D. DEVEGOWDA",86,JD(S),2118
cand2119,"G. S. BASAVARAJ",78,BJP,2119
cand2120,"N. SHIVANNA",74,CPI,2120
cand2121,"K. C. HANUMANTHARAYA",64,BSP,2121
cand2122,"CHAYA RAJASHANKAR",50,UPJP,2122
cand2123,"MAHALAKSHMI C. P.",32,ASP,2123
cand2124,KAPANIGOWDA,64,IND,2124
cand2125,"T. N. KUMARA SWAMY",56,IND,2125
cand2126,"G. NAGENDRA",44,IND,2126
cand2127,"PRAKASH. R. A. JAIN",51,IND,2127
cand2128,"B. S. MALLIKARJUNAIAH",45,IND,2128
cand2129,"D. SHARADHISHAYANA",67,IND,2129
cand2130,"K. V. SRINIVAS KALKERE",44,IND,2130
cand2131,"J. K. SAMI",52,IND,2131
cand2132,"SIDDARAMEGOWDA T. B.",52,IND,2132
cand2133,"NIKHIL KUMARASWAMY",31,JD(S),2133
cand2134,NANJUNDASWAMY,58,BSP,2134
cand2135,GURULINGAIAH,37,INCP,2135
cand2136,"D.C. JAYASHANKARA",37,AHNP,2136
cand2137,DIVAKAR.C.P.GOWDA,44,UPJP,2137
cand2138,"SANTHOSH MANDYA GOWDA",34,EP,2138
cand2139,"ARVIND PREMANAND",45,IND,2139
cand2140,"KOWDLE CHANNAPPA",70,IND,2140
cand2141,"T.K. DASAR",50,IND,2141
cand2142,H.NARAYANA,59,IND,2142
cand2143,PUTTEGOWDA.N.C.,45,IND,2143
cand2144,"PREMAKUMARA .V.V",44,IND,2144
cand2145,"MANJUNATH B",39,IND,2145
cand2146,"G. MANJUNATHA",47,IND,2146
cand2147,"LINGEGOWDA S H",43,IND,2147
cand2148,"C. LINGEGOWDA",75,IND,2148
cand2149,"M.L. SHASHIKUMAR",36,IND,2149
cand2150,"SATHEESH KUMAR .T.N",39,IND,2150
cand2151,SUMALATHA,51,IND,2151
cand2152,"SUMALATHA AMBAREESH",55,IND,2152
cand2153,"M. SUMALATHA",34,IND,2153
cand2154,SUMALATHA,29,IND,2154
cand2155,"DR. B. CHANDRA (CHANDREGOWDA)",46,BSP,2155
cand2156,"PRATHAP SIMHA",42,BJP,2156
cand2157,C.H.VIJAYASHANKAR,62,INC,2157
cand2158,"AYUB KHAN",43,INCP,2158
cand2159,ASHARANI.V.,42,UPJP,2159
cand2160,"P.K. BIDDAPPA",60,KPPR,2160
cand2161,SANDHYA.P.S.,40,SUCI(C),2161
cand2162,"ANAND KUMAR. M",45,IND,2162
cand2163,KAVERIAMMA.N.K.,63,IND,2163
cand2164,"N. NAGESH",35,IND,2164
cand2165,"NINGAPPA. B. D.",58,IND,2165
cand2166,"G.M. MAHADEVA",42,IND,2166
cand2167,"R. MAHESHA",39,IND,2167
cand2168,RAVI,39,IND,2168
cand2169,"RAJU S/o LATE CHALUVASHETTY",66,IND,2169
cand2170,"ALAGUDU LINGARAJU",30,IND,2170
cand2171,"LOKESH KUMAR.G.",36,IND,2171
cand2172,"VENKATESHA D NAYAKA",59,IND,2172
cand2173,SREENIVASAIAH,80,IND,2173
cand2174,"M. J SURESHGOWDA",46,IND,2174
cand2175,"ALISHAN. S",64,IND,2175
cand2176,K.S.SOMASUNDER,41,IND,2176
cand2177,"R. DHRUVANARAYANA",58,INC,2177
cand2178,"Dr. SHIVAKUMARA",42,BSP,2178
cand2179,"V. SRINIVAS PRASAD",71,BJP,2179
cand2180,"HANUR NAGARAJU",49,UPJP,2180
cand2181,"PRASANNA KUMAR. B",30,KPPR,2181
cand2182,SUBBAIAH,50,INCP,2182
cand2183,"ANAND JIVAN RAM",33,IND,2183
cand2184,"N. AMBARISH",32,IND,2184
cand2185,"M. PRADEEP KUMAR",33,IND,2185
cand2186,"G.D. RAJAGOPAL",49,IND,2186
