const_id,cand_id,votes
2836,cand248,1048
2836,cand249,4398
2836,cand250,3588
2836,cand251,1691
2836,cand252,2066
2836,cand253,3237
2837,cand254,27156
2837,cand255,706602
2837,cand256,565854
2837,cand257,13805
2837,cand258,1313
2837,cand259,1227
2837,cand260,1582
2837,cand261,1316
2837,cand262,2231
2838,cand263,783499
2838,cand264,402773
2838,cand265,8341
2838,cand266,6242
2838,cand267,4085
2838,cand268,573
2838,cand269,368
2838,cand270,716
2838,cand271,446
2838,cand272,1422
2838,cand273,1134
2838,cand274,579
2838,cand275,759
2838,cand276,865
2838,cand277,1748
2839,cand278,683830
2839,cand279,18830
2839,cand280,10021
2839,cand281,535259
2839,cand282,12513
2839,cand283,841
2839,cand284,1319
2839,cand285,668
2839,cand286,2399
2839,cand287,1101
2839,cand288,598
2839,cand289,1014
2839,cand290,1482
2840,cand291,24039
2840,cand292,20971
2840,cand293,494501
2840,cand294,722877
2840,cand295,16125
2840,cand296,1003
2840,cand297,913
2840,cand298,1195
2840,cand299,998
2840,cand300,1563
2840,cand301,1430
2840,cand302,2119
2841,cand303,702211
2841,cand304,21150
2841,cand305,433927
2841,cand306,3460
2841,cand307,1135
2841,cand308,1557
2841,cand309,33986
2841,cand310,1768
2841,cand311,3821
2842,cand312,24643
2842,cand313,10496
2842,cand314,549521
2842,cand315,20062
2842,cand316,686792
2842,cand317,3445
2842,cand318,1863
2842,cand319,2094
1201,cand320,225796
1201,cand321,50953
1201,cand322,4766
1201,cand323,43920
1201,cand324,1921
1201,cand325,27119
1201,cand326,1946
1202,cand327,83935
1202,cand328,22937
1202,cand329,153883
1202,cand330,15958
1202,cand331,11493
1801,cand332,473046
1801,cand333,4870
1801,cand334,434657
1801,cand335,120452
1801,cand336,1538
1801,cand337,2519
1801,cand338,1166
1801,cand339,1069
1801,cand340,2765
1801,cand341,1719
1801,cand342,2111
1801,cand343,1795
1801,cand344,2988
1801,cand345,2822
1802,cand346,499414
1802,cand347,417818
1802,cand348,3514
1802,cand349,5693
1802,cand350,840
1802,cand351,1095
1802,cand352,813
1802,cand353,1507
1802,cand354,1820
1802,cand355,1460
1802,cand356,1655
1802,cand357,1535
1802,cand358,3985
1803,cand359,141690
1803,cand360,381316
1803,cand361,10037
1803,cand362,36915
1803,cand363,39583
1804,cand364,492506
1804,cand365,399733
1804,cand366,12895
1804,cand367,718764
1804,cand368,7780
1804,cand369,4325
1804,cand370,2859
1804,cand371,2072
1804,cand372,4250
1804,cand373,5628
1804,cand374,5589
1804,cand375,3321
1804,cand376,4138
1804,cand377,4393
1804,cand378,7774
1805,cand379,446774
1805,cand380,28128
1805,cand381,147118
1805,cand382,312435
1805,cand383,9827
1805,cand384,13908
1805,cand385,484560
1805,cand386,9959
1805,cand387,10788
1806,cand388,645173
1806,cand389,20466
1806,cand390,504866
1806,cand391,248667
1806,cand392,3618
1806,cand393,2382
1806,cand394,3437
1806,cand395,2462
1806,cand396,2214
1806,cand397,3973
1806,cand398,3350
1806,cand399,5408
1806,cand400,2799
1807,cand401,1008936
1807,cand402,663330
1807,cand403,10141
1807,cand404,2351
1807,cand405,3650
1807,cand406,4110
1807,cand407,2590
1807,cand408,2456
1807,cand409,2122
1807,cand410,2383
1807,cand411,2064
1807,cand412,2836
1807,cand413,21193
1807,cand414,2753
1807,cand415,5483
1807,cand416,9044
1807,cand417,7849
1808,cand418,735469
1808,cand419,596924
1808,cand420,10640
1808,cand421,4249
1808,cand422,11245
1808,cand423,2524
1808,cand424,3898
1808,cand425,3829
1808,cand426,7135
1808,cand427,7806
1808,cand428,103870
1809,cand429,684166
1809,cand430,441325
1809,cand431,6483
1809,cand432,7966
1809,cand433,5880
1809,cand434,5104
1809,cand435,23646
1810,cand436,739724
1810,cand437,722972
1810,cand438,5875
1810,cand439,3655
1810,cand440,3421
1810,cand441,2756
1810,cand442,4315
1811,cand443,786092
1811,cand444,576098
1811,cand445,9903
1811,cand446,5712
1811,cand447,5270
1811,cand448,18344
1811,cand449,7355
1812,cand450,17849
1812,cand451,543288
1812,cand452,6121
1812,cand453,460635
1812,cand454,4996
1812,cand455,3438
1812,cand456,3588
1812,cand457,5481
1813,cand458,295017
1813,cand459,659583
1813,cand460,6933
1813,cand461,9718
1813,cand462,3811
1813,cand463,5687
1813,cand464,5599
1813,cand465,8112
1814,cand466,425855
1814,cand467,4527
1814,cand468,12809
1814,cand469,13378
1814,cand470,776406
1814,cand471,8738
1814,cand472,8285
1814,cand473,5581
1814,cand474,4034
1814,cand475,3890
1814,cand476,4866
1001,cand477,62963
1001,cand478,602660
1001,cand479,248044
1001,cand480,7917
1001,cand481,7871
1001,cand482,4175
1001,cand483,12811
1001,cand484,4583
1001,cand485,4825
1001,cand486,11933
1001,cand487,6136
1001,cand488,8964
1001,cand489,14870
1002,cand490,309800
1002,cand491,11427
1002,cand492,603706
1002,cand493,9868
1002,cand494,3224
1002,cand495,5497
1002,cand496,4230
1002,cand497,8684
1002,cand498,10801
1003,cand499,284139
1003,cand500,10274
1003,cand501,577787
1003,cand502,9311
1003,cand503,1914
1003,cand504,1793
1003,cand505,1812
1003,cand506,1406
1003,cand507,1624
1003,cand508,6402
1003,cand509,2343
1003,cand510,4704
1003,cand511,4378
1003,cand512,14027
1003,cand513,12080
1003,cand514,17741
1003,cand515,6051
1003,cand516,2058
1003,cand517,6884
1003,cand518,1840
1003,cand519,2767
1003,cand520,5359
1004,cand521,12470
1004,cand522,608678
1004,cand523,13269
1004,cand524,268318
1004,cand525,5779
1004,cand526,1814
1004,cand527,7281
1004,cand528,4563
1004,cand529,2640
1004,cand530,1992
1004,cand531,2499
1004,cand532,5066
1004,cand533,10679
1004,cand534,6084
1004,cand535,18426
1004,cand536,13704
1004,cand537,3142
1004,cand538,11138
1005,cand539,317206
1005,cand540,7112
1005,cand541,567745
1005,cand542,6307
1005,cand543,3064
1005,cand544,9009
1005,cand545,2475
1005,cand546,5965
1005,cand547,4240
1005,cand548,9837
1005,cand549,2663
1005,cand550,3298
1005,cand551,7287
1005,cand552,20487
1005,cand553,6588
1005,cand554,17270
1005,cand555,11056
1005,cand556,5192
1005,cand557,17724
1005,cand558,4006
1006,cand559,595843
1006,cand560,10127
1006,cand561,2726
1006,cand562,6322
1006,cand563,140903
1006,cand564,4524
1006,cand565,2819
1006,cand566,4566
1006,cand567,5074
1006,cand568,5677
1006,cand569,4528
1006,cand570,12492
1006,cand571,4069
1006,cand572,5695
1006,cand573,6936
1006,cand574,131530
1006,cand575,14254
1007,cand576,279440
1007,cand577,9066
1007,cand578,602391
1007,cand579,8900
1007,cand580,3940
1007,cand581,25630
1007,cand582,8429
1007,cand583,3548
1007,cand584,4446
1007,cand585,4792
1007,cand586,5717
1007,cand587,4964
1007,cand588,21988
1007,cand589,21632
1007,cand590,6908
1007,cand591,29506
1007,cand592,10062
1008,cand593,11108
1008,cand594,597377
1008,cand595,330524
1008,cand596,13693
1008,cand597,3552
1008,cand598,2775
1008,cand599,3010
1008,cand600,4043
1008,cand601,3545
1008,cand602,6313
1008,cand603,11093
1008,cand604,6336
1008,cand605,6997
1008,cand606,15392
1008,cand607,23045
1008,cand608,19277
1008,cand609,6729
1008,cand610,20320
1008,cand611,11534
1008,cand612,4799
1009,cand613,618434
1009,cand614,10294
1009,cand615,481193
1009,cand616,7266
1009,cand617,2059
1009,cand618,1369
1009,cand619,1949
1009,cand620,2145
1009,cand621,3037
1009,cand622,5959
1009,cand623,8168
1009,cand624,7139
1010,cand625,6793
1010,cand626,5483
1010,cand627,367017
1010,cand628,332551
1010,cand629,295029
1010,cand630,9822
1010,cand631,3266
1010,cand632,4013
1010,cand633,10275
1010,cand634,4755
1010,cand635,8133
1010,cand636,8700
1010,cand637,15184
1010,cand638,10860
1011,cand639,502220
1011,cand640,559423
1011,cand641,9248
1011,cand642,4014
1011,cand643,2309
1011,cand644,2937
1011,cand645,2633
1011,cand646,6247
1011,cand647,8119
1012,cand648,369463
1012,cand649,16537
1012,cand650,632924
1012,cand651,7963
1012,cand652,2625
1012,cand653,1404
1012,cand654,9359
1012,cand655,4444
1012,cand656,7314
1012,cand657,7565
1012,cand658,3175
1012,cand659,3403
1012,cand660,9079
1012,cand661,31795
1012,cand662,6947
1012,cand663,21374
1013,cand664,624334
1013,cand665,322807
1013,cand666,7169
1013,cand667,3104
1013,cand668,2565
1013,cand669,4735
1013,cand670,97631
1013,cand671,4731
1013,cand672,3807
1013,cand673,8755
1013,cand674,5631
1013,cand675,5971
1013,cand676,17584
1014,cand677,318689
1014,cand678,586668
1014,cand679,11255
1014,cand680,4413
1014,cand681,2564
1014,cand682,2769
1014,cand683,4396
1014,cand684,13774
1015,cand685,666878
1015,cand686,9095
1015,cand687,2543
1015,cand688,4636
1015,cand689,7709
1015,cand690,3323
1015,cand691,2572
1015,cand692,3195
1015,cand693,3434
1015,cand694,4321
1015,cand695,6116
1015,cand696,256890
1015,cand697,7995
1015,cand698,8236
1015,cand699,5674
1015,cand700,24526
1015,cand701,15843
1015,cand702,7258
1015,cand703,2621
1015,cand704,1589
1015,cand705,2147
1015,cand706,2314
1016,cand707,333631
1016,cand708,568215
1016,cand709,14351
1016,cand710,4531
1016,cand711,2384
1016,cand712,3327
1016,cand713,2055
1016,cand714,2718
1016,cand715,3767
1016,cand716,3978
1016,cand717,6518
1016,cand718,5751
1016,cand719,8853
1016,cand720,9218
1016,cand721,27497
1016,cand722,21857
1016,cand723,11981
1016,cand724,16738
1016,cand725,5535
1016,cand726,3254
1016,cand727,2691
1016,cand728,6663
1017,cand729,568150
1017,cand730,36016
1017,cand731,281716
1017,cand732,7573
1017,cand733,3744
1017,cand734,4886
1017,cand735,4971
1017,cand736,4215
1017,cand737,12773
1017,cand738,15600
1017,cand739,9676
1017,cand740,13807
1017,cand741,10089
1018,cand742,448473
1018,cand743,8467
1018,cand744,331515
1018,cand745,74644
1018,cand746,3615
1018,cand747,2069
1018,cand748,2756
1018,cand749,2364
1018,cand750,2107
1018,cand751,2701
1018,cand752,5260
1018,cand753,3573
1018,cand754,7671
1018,cand755,17353
1018,cand756,5964
1018,cand757,36459
1018,cand758,12928
1018,cand759,2354
1018,cand760,6051
1019,cand761,25039
1019,cand762,546352
1019,cand763,315580
1019,cand764,8006
1019,cand765,3301
1019,cand766,2640
1019,cand767,2900
1019,cand768,6026
1019,cand769,7057
1019,cand770,13137
1019,cand771,20497
1020,cand772,361575
1020,cand773,499986
1020,cand774,15283
1020,cand775,2530
1020,cand776,1613
1020,cand777,1513
1020,cand778,1931
1020,cand779,2029
1020,cand780,2611
1020,cand781,4840
1020,cand782,6205
1020,cand783,14618
1021,cand784,14579
1021,cand785,4875
1021,cand786,541310
1021,cand787,335861
1021,cand788,6801
1021,cand789,3453
1021,cand790,5589
1021,cand791,11199
1021,cand792,18346
1021,cand793,30797
1021,cand794,8751
1022,cand795,27577
1022,cand796,266628
1022,cand797,9699
1022,cand798,543906
1022,cand799,10051
1022,cand800,2186
1022,cand801,1842
1022,cand802,2367
1022,cand803,4724
1022,cand804,2364
1022,cand805,4241
1022,cand806,7535
1022,cand807,16359
1022,cand808,6074
1022,cand809,23590
1022,cand810,13934
1022,cand811,4942
1022,cand812,6831
1023,cand813,310800
1023,cand814,11718
1023,cand815,562443
1023,cand816,14114
1023,cand817,6309
1023,cand818,5142
1023,cand819,5524
1023,cand820,5467
1023,cand821,10512
1023,cand822,29392
1023,cand823,22187
1024,cand824,269976
1024,cand825,692193
1024,cand826,198233
1024,cand827,4172
1024,cand828,1886
1024,cand829,3194
1024,cand830,2560
1024,cand831,4278
1024,cand832,10019
1024,cand833,18638
1025,cand834,510193
1025,cand835,8090
1025,cand836,6000
1025,cand837,7763
1025,cand838,2830
1025,cand839,10747
1025,cand840,8253
1025,cand841,261623
1025,cand842,16692
1025,cand843,5089
1025,cand844,3907
1025,cand845,5927
1025,cand846,4493
1025,cand847,16097
1025,cand848,6628
1025,cand849,51847
1025,cand850,20449
1025,cand851,1954
1025,cand852,4108
1025,cand853,6527
1026,cand854,618254
1026,cand855,9572
1026,cand856,340624
1026,cand857,7396
1026,cand858,7316
1026,cand859,4764
1026,cand860,5555
1026,cand861,9620
1026,cand862,7850
1027,cand863,477788
1027,cand864,277256
1027,cand865,11960
1027,cand866,2582
1027,cand867,2331
1027,cand868,2131
1027,cand869,3938
1027,cand870,3673
1027,cand871,1889
1027,cand872,1878
1027,cand873,2761
1027,cand874,4084
1027,cand875,103729
1027,cand876,7362
1027,cand877,17025
1027,cand878,44398
1027,cand879,14229
1027,cand880,5786
1027,cand881,2382
1027,cand882,1999
1028,cand883,10612
1028,cand884,360825
1028,cand885,528762
1028,cand886,8677
1028,cand887,9291
1028,cand888,3556
1028,cand889,3271
1028,cand890,2419
1028,cand891,4307
1028,cand892,8631
1028,cand893,4407
1028,cand894,4450
1028,cand895,7162
1028,cand896,18646
1028,cand897,12370
1028,cand898,15893
1028,cand899,4743
1028,cand900,7450
1028,cand901,11054
1029,cand902,540888
1029,cand903,12675
1029,cand904,3083
1029,cand905,8086
1029,cand906,284751
1029,cand907,6187
1029,cand908,5520
1029,cand909,2966
1029,cand910,2231
1029,cand911,2322
1029,cand912,4444
1029,cand913,16346
1029,cand914,5962
1029,cand915,4412
1029,cand916,6514
1029,cand917,21276
1029,cand918,9150
1029,cand919,4768
1029,cand920,3668
1029,cand921,4434
1029,cand922,6428
1029,cand923,2973
1029,cand924,2073
1029,cand925,10137
1029,cand926,3381
1029,cand927,2399
1029,cand928,5058
1029,cand929,6325
1029,cand930,3474
1029,cand931,2216
1029,cand932,2602
1029,cand933,11964
1029,cand934,9075
1029,cand935,2171
1029,cand936,2901
1030,cand937,607506
1030,cand938,322849
1030,cand939,3766
1030,cand940,1220
1030,cand941,1272
1030,cand942,1027
1030,cand943,1483
1030,cand944,1437
1030,cand945,1290
1030,cand946,1424
1030,cand947,1572
1030,cand948,2806
1030,cand949,3447
1030,cand950,2575
1030,cand951,5446
1030,cand952,9319
1030,cand953,5255
1030,cand954,3515
1031,cand955,14045
1031,cand956,470236
1031,cand957,509557
1031,cand958,6295
1031,cand959,3857
1031,cand960,1414
1031,cand961,1790
1031,cand962,1785
1031,cand963,2795
1031,cand964,1945
1031,cand965,1975
1031,cand966,2129
1031,cand967,3556
1031,cand968,7646
1031,cand969,8354
1031,cand970,9628
1031,cand971,3145
1031,cand972,5810
1031,cand973,4870
1031,cand974,1283
1031,cand975,951
1031,cand976,770
1031,cand977,1558
1031,cand944,2986
1031,cand978,2793
1032,cand979,10778
1032,cand980,566480
1032,cand981,7041
1032,cand982,3778
1032,cand983,3597
1032,cand984,12598
1032,cand985,419195
1032,cand986,9162
1032,cand987,4555
1032,cand988,7902
1032,cand989,13773
1033,cand990,473053
1033,cand991,355444
1033,cand992,80261
1033,cand993,9756
1033,cand994,1907
1033,cand995,14170
1033,cand996,4171
1033,cand997,1778
1033,cand998,1617
1033,cand999,2236
1033,cand1000,2351
1033,cand1001,2233
1033,cand1002,3905
1033,cand1003,6802
1033,cand1004,10730
1034,cand1005,494800
1034,cand1006,86406
1034,cand1007,329055
1034,cand1008,5978
1034,cand1009,1702
1034,cand1010,2746
1034,cand1011,4770
1034,cand1012,2665
1034,cand1013,10029
1034,cand1014,2421
1034,cand1015,3557
1034,cand1016,6410
1034,cand1017,5222
1035,cand796,313866
1035,cand1019,398408
1035,cand1020,21715
1035,cand1021,2498
1035,cand1022,3003
1035,cand1023,1713
1035,cand1024,2079
1035,cand1025,2881
1035,cand1026,8381
1035,cand1027,3419
1035,cand1028,1695
1035,cand1029,2219
1035,cand1030,2844
1035,cand1031,3984
1035,cand1032,8851
1035,cand1033,12431
1035,cand1034,24932
1035,cand1035,6663
1035,cand1036,1972
1035,cand1037,1074
1035,cand1038,2450
1035,cand1039,1286
1035,cand1040,4605
1035,cand1041,1359
1035,cand1042,1472
1035,cand1043,4103
1035,cand1044,6791
1036,cand1045,335584
1036,cand1046,19211
1036,cand1047,333833
1036,cand1048,9109
1036,cand1049,34558
1036,cand1050,2598
1036,cand1051,3323
1036,cand1052,26325
1036,cand1053,4337
1036,cand1054,3300
1036,cand1055,5005
1036,cand1056,9444
1036,cand1057,7755
1037,cand1058,33772
1037,cand1059,427721
1037,cand1060,13680
1037,cand1061,357169
1037,cand1062,16589
1037,cand1063,11713
1037,cand1064,24832
1037,cand1065,11987
1037,cand1066,15014
1038,cand1067,8516
1038,cand1068,13031
1038,cand1069,467007
1038,cand1070,10398
1038,cand1071,7944
1038,cand1072,314581
1038,cand1073,14553
1038,cand1074,11165
1038,cand1075,14532
1038,cand1076,11671
1038,cand1077,23462
1038,cand1078,20464
1038,cand1079,9894
1039,cand1080,495684
1039,cand1081,347612
1039,cand1082,11403
1039,cand1083,4781
1039,cand1084,3776
1039,cand1085,3676
1039,cand1086,3427
1039,cand1087,2230
1039,cand1088,2651
1039,cand1089,6787
1039,cand1090,4072
1039,cand1091,6282
1039,cand1092,14934
1040,cand1093,31611
1040,cand1094,529134
1040,cand1095,288085
1040,cand1096,8281
1040,cand1097,4004
1040,cand1098,6554
1040,cand1099,10625
1040,cand1100,14628
1040,cand1101,16719
3001,cand1102,164597
3001,cand1103,244844
3001,cand1104,2809
3001,cand1105,4756
3001,cand1106,2127
3001,cand1107,2432
3002,cand1108,201561
3002,cand1109,191806
3002,cand1110,20891
3002,cand1111,1763
3002,cand1112,1413
3002,cand1113,1705
2401,cand1114,637034
2401,cand1115,331521
2401,cand1116,7448
2401,cand1117,2155
2401,cand1118,1596
2401,cand1119,10098
2401,cand1120,1699
2401,cand1121,2141
2401,cand1122,4984
2401,cand1123,5761
2402,cand1124,11088
2402,cand1125,310812
2402,cand1126,679108
2402,cand1127,6809
2402,cand1128,1824
2402,cand1129,2261
2402,cand1130,1492
2402,cand1131,48634
2402,cand1132,1709
2402,cand1133,1507
2402,cand1134,2516
2402,cand1135,3679
2402,cand1136,11069
2402,cand1137,6845
2403,cand1138,9215
2403,cand1139,439489
2403,cand1140,633368
2403,cand1141,6651
2403,cand1142,2788
2403,cand1143,1041
2403,cand1144,1222
2403,cand1145,1376
2403,cand1146,1784
2403,cand1147,2044
2403,cand1148,5647
2403,cand1149,7304
2404,cand1150,9512
2404,cand1151,378006
2404,cand1152,659525
2404,cand1153,4585
2404,cand1154,992
2404,cand1155,919
2404,cand1156,1483
2404,cand1157,2111
2404,cand1158,1397
2404,cand1159,2119
2404,cand1160,4001
2404,cand1161,5221
2405,cand1162,432997
2405,cand1163,701983
2405,cand1164,7912
2405,cand1165,2833
2405,cand1166,1920
2405,cand1167,1447
2405,cand1168,2247
2405,cand1169,1290
2405,cand1170,1335
2405,cand1171,2189
2405,cand1172,1510
2405,cand1173,1884
2405,cand1174,2727
2405,cand1175,4929
2405,cand1176,9177
2405,cand1177,17175
2405,cand1178,7777
2405,cand1179,5835
2405,cand1180,2661
2405,cand1181,2422
2406,cand1182,894624
2406,cand1183,337610
2406,cand1184,6400
2406,cand1185,1438
2406,cand1186,888
2406,cand1187,1741
2406,cand1188,1490
2406,cand1189,1471
2406,cand1190,1097
2406,cand1191,743
2406,cand1192,695
2406,cand1193,862
2406,cand1194,1691
2406,cand1195,1559
2406,cand1196,2664
2406,cand1197,9008
2406,cand1198,5895
2407,cand1199,315504
2407,cand1200,749834
2407,cand1201,9121
2407,cand1202,628
2407,cand1203,589
2407,cand1204,705
2407,cand1205,704
2407,cand1206,604
2407,cand1207,821
2407,cand1208,635
2407,cand1209,1346
2407,cand1210,899
2407,cand1211,1649
2407,cand1212,1272
2407,cand1213,2449
2407,cand1214,6082
2407,cand1215,3548
2407,cand1216,2517
2407,cand1217,1395
2407,cand1218,458
2407,cand1219,573
2407,cand1220,1791
2407,cand1221,534
2407,cand1222,898
2407,cand1223,1337
2407,cand1224,1466
2408,cand1225,641622
2408,cand1226,10028
2408,cand1227,320076
2408,cand1228,2063
2408,cand1229,725
2408,cand1230,615
2408,cand1231,1395
2408,cand1232,1055
2408,cand1233,524
2408,cand1234,621
2408,cand1235,810
2408,cand1236,1420
2408,cand1237,1351
2409,cand1238,354407
2409,cand1239,8264
2409,cand1240,631844
2409,cand1241,12860
2409,cand1242,1475
2409,cand1243,1433
2409,cand1244,817
2409,cand1245,891
2409,cand1246,1134
2409,cand1247,1133
2409,cand1248,4666
2409,cand1249,1430
2409,cand1250,2471
2409,cand1251,3110
2409,cand1252,3047
2409,cand1253,11103
2409,cand1254,6637
2409,cand1255,2377
2409,cand1256,2887
2409,cand1257,3816
2409,cand1258,982
2409,cand1259,1350
2409,cand1260,746
2409,cand1261,1061
2409,cand1262,901
2409,cand1263,635
2409,cand1264,697
2409,cand1265,993
2409,cand1266,1153
2409,cand1267,2615
2409,cand1268,2004
2410,cand1269,390238
2410,cand1270,758645
2410,cand1271,15388
2410,cand1272,1392
2410,cand1273,1169
2410,cand1274,970
2410,cand1275,1146
2410,cand1276,1596
2410,cand1277,2166
2410,cand1278,4243
2411,cand1279,563881
2411,cand1280,334058
2411,cand1281,10092
2411,cand1282,1524
2411,cand1283,713
2411,cand1284,648
2411,cand1285,780
2411,cand1286,605
2411,cand1287,685
2411,cand1288,815
2411,cand1289,3929
2411,cand1290,1350
2411,cand1291,1218
2411,cand1292,1983
2411,cand1293,3716
2411,cand1294,8653
2411,cand1295,7457
2412,cand1296,354784
2412,cand1297,591588
2412,cand1298,8795
2412,cand1299,857
2412,cand1300,577
2412,cand1301,477
2412,cand1302,413
2412,cand1303,919
2412,cand1304,1436
2412,cand1305,768
2412,cand1306,774
2412,cand1307,1246
2412,cand1308,2489
2412,cand1309,2113
2412,cand1310,10060
2412,cand1311,8216
2412,cand1312,5249
2412,cand1313,3106
2412,cand1314,921
2412,cand1315,1448
2412,cand1316,864
2412,cand1317,396
2412,cand1318,479
2412,cand1319,529
2412,cand1320,649
2412,cand1321,1295
2412,cand1322,772
2412,cand1323,1946
2413,cand1324,547744
2413,cand1325,25691
2413,cand1326,397533
2413,cand1327,3256
2413,cand1328,916
2413,cand1329,884
2413,cand1330,1310
2413,cand1331,1209
2413,cand1332,1139
2413,cand1333,1806
2413,cand1334,4165
2413,cand1335,3491
2414,cand1336,529035
2414,cand1337,9691
2414,cand1338,327604
2414,cand1339,4747
2414,cand1340,1763
2414,cand1341,1553
2414,cand1342,986
2414,cand1343,1413
2414,cand1344,2207
2414,cand1345,2336
2414,cand1346,5332
2414,cand1347,4933
2415,cand1348,331754
2415,cand1349,661273
2415,cand1350,6941
2415,cand1339,7836
2415,cand1352,2509
2415,cand1353,1363
2415,cand1354,1561
2415,cand1355,1828
2415,cand1356,3775
2415,cand1357,6056
2416,cand1358,633097
2416,cand1359,435379
2416,cand1360,5959
2416,cand1361,1034
2416,cand1205,1155
2416,cand1363,966
2416,cand1364,1064
2416,cand1365,2460
2416,cand1366,2301
2416,cand1367,6854
2417,cand1368,714572
2417,cand1369,347427
