state,const_id,const_name,cand_id,cand_name,party_id,votes
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7786,"kuldeep rai sharma",INC,95308
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7788,"vishal jolly",BJP,93901
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7794,"paritosh kumar haldar",IND,5341
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7789,"sanjay meshack",AAAP,2839
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7787,"prakash minj",BSP,2486
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7785,"ayan mandal",AITC,1721
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7799,henry,IND,994
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7797,"k venkat ram babu",IND,914
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7795,"minati biswas",IND,618
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7798,"s sudershan rao",IND,475
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7792,"v v khalid",IND,306
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7791,"k kalimuthu",IND,275
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7796,"c u rasheed",IND,273
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7793,"gour chandra majumder",IND,221
"Andaman and Nicobar Islands",3501,"andaman and nicobar islands",cand7790,"c g saji kumar",AINHCP,212
"Andhra Pradesh",2824,amalapuram,cand75,"chinta anuradha",YSRCP,485958
"Andhra Pradesh",2824,amalapuram,cand74,"ganti harish madhur (balayogi)",TDP,446163
"Andhra Pradesh",2824,amalapuram,cand81,"d m r sekhar",JNP,255317
"Andhra Pradesh",2824,amalapuram,cand73,"ayyaji vema manepalli",BJP,11534
"Andhra Pradesh",2824,amalapuram,cand76,"janga goutham",INC,7887
"Andhra Pradesh",2824,amalapuram,cand82,"revu sudhakar",IND,2775
"Andhra Pradesh",2824,amalapuram,cand80,"mortha siva rama krishna",PPOI,1954
"Andhra Pradesh",2824,amalapuram,cand79,"muralikrishna kanderi",IPBP,1804
"Andhra Pradesh",2824,amalapuram,cand78,"panthagada vijaya chakravarthy",RPI(KH),1804
"Andhra Pradesh",2824,amalapuram,cand77,"chelle rajani",JAJGP,1231
"Andhra Pradesh",2822,anakapalli,cand50,"dr.beesetti venkata satyavathi",YSRCP,586226
"Andhra Pradesh",2822,anakapalli,cand48,"adari anand kumar",TDP,497034
"Andhra Pradesh",2822,anakapalli,cand54,"chintala partha sarathi",JNP,82588
"Andhra Pradesh",2822,anakapalli,cand49,"dr. gandi venkata satyanarayana rao (dr vikram)",BJP,13276
"Andhra Pradesh",2822,anakapalli,cand51,"ruthala srirama murthy",INC,10121
"Andhra Pradesh",2822,anakapalli,cand56,"vadlamuri krishna swaroop",DABAP,4444
"Andhra Pradesh",2822,anakapalli,cand57,"appala naidu tummagunta",IND,3765
"Andhra Pradesh",2822,anakapalli,cand52,"p.s.ajay kumar",CPI(ML)(L),2716
"Andhra Pradesh",2822,anakapalli,cand55,"taadi veera jagadeeshwari",PPOI,1803
"Andhra Pradesh",2822,anakapalli,cand53,"k b swaroop",JAJGP,1621
"Andhra Pradesh",2836,anantapur,cand241,"talari rangaiah",YSRCP,695208
"Andhra Pradesh",2836,anantapur,cand242,"j.c. pavan reddy",TDP,553780
"Andhra Pradesh",2836,anantapur,cand243,"k.rajiv reddy",INC,30079
"Andhra Pradesh",2836,anantapur,cand240,d.jagadeesh,CPI,20294
"Andhra Pradesh",2836,anantapur,cand244,"hamsa devineni",BJP,7604
"Andhra Pradesh",2836,anantapur,cand249,"s.v.p. yadav",IND,4398
"Andhra Pradesh",2836,anantapur,cand250,"p. rangaiah",IND,3588
"Andhra Pradesh",2836,anantapur,cand253,"somanath deshmukh",IND,3237
"Andhra Pradesh",2836,anantapur,cand252,"vadde kasinath",IND,2066
"Andhra Pradesh",2836,anantapur,cand251,"l. rangaiah",IND,1691
"Andhra Pradesh",2836,anantapur,cand246,"p.radha krishna",RD,1220
"Andhra Pradesh",2836,anantapur,cand248,m.venkatesulu,PPOI,1048
"Andhra Pradesh",2836,anantapur,cand247,"g. lalitha",SUCI(C),899
"Andhra Pradesh",2836,anantapur,cand245,"gadidama ranganayakulu",VJNP,728
"Andhra Pradesh",2818,araku,cand3,"goddeti. madhavi",YSRCP,562190
"Andhra Pradesh",2818,araku,cand1,"kishore chandra deo",TDP,338101
"Andhra Pradesh",2818,araku,cand5,"gangulaiah vampuru.",JNP,42794
"Andhra Pradesh",2818,araku,cand2,"dr. kosuri kasi viswanadha veera venkata satyanarayana reddy",BJP,17867
"Andhra Pradesh",2818,araku,cand4,"shruti devi vyricherla",INC,17730
"Andhra Pradesh",2818,araku,cand8,"kangala baludora",IND,13826
"Andhra Pradesh",2818,araku,cand9,"narava satyavathi",IND,11236
"Andhra Pradesh",2818,araku,cand7,"anumula vamsikrishna",IND,10240
"Andhra Pradesh",2818,araku,cand10,"biddika ramayya.",IND,7867
"Andhra Pradesh",2818,araku,cand6,"swamula. subrahmanyam",JAJGP,4710
"Andhra Pradesh",2832,bapatla,cand180,"nandigam suresh",YSRCP,598257
"Andhra Pradesh",2832,bapatla,cand181,"malyadri sriram",TDP,582192
"Andhra Pradesh",2832,bapatla,cand179,"k. devanand",BSP,42580
"Andhra Pradesh",2832,bapatla,cand182,"j.d. seelam",INC,13155
"Andhra Pradesh",2832,bapatla,cand178,"challagali kishore kumar",BJP,10351
"Andhra Pradesh",2832,bapatla,cand190,"bussa nagaraju",IND,1951
"Andhra Pradesh",2832,bapatla,cand189,"golla baburao",IND,1276
"Andhra Pradesh",2832,bapatla,cand183,"kumar kattepogu",PPOI,885
"Andhra Pradesh",2832,bapatla,cand188,"gella nagamalli",IND,655
"Andhra Pradesh",2832,bapatla,cand187,"nuthakki rama rao",AINPP,606
"Andhra Pradesh",2832,bapatla,cand184,"gadde hari babu",NPT,530
"Andhra Pradesh",2832,bapatla,cand185,"china nageswara rao sadhu",MPP,466
"Andhra Pradesh",2832,bapatla,cand186,"thumati ravi",ALPP,370
"Andhra Pradesh",2842,chittoor,cand316,"n. reddeppa",YSRCP,686792
"Andhra Pradesh",2842,chittoor,cand314,"naramalli siva prasad",TDP,549521
"Andhra Pradesh",2842,chittoor,cand312,"cheemala. rangappa",INC,24643
"Andhra Pradesh",2842,chittoor,cand315,"c. punyamurthy",BSP,20062
"Andhra Pradesh",2842,chittoor,cand313,"jayaram duggani",BJP,10496
"Andhra Pradesh",2842,chittoor,cand317,"pallipattu. abhinav vishnu",MPP,3445
"Andhra Pradesh",2842,chittoor,cand319,"a. hemanth",IND,2094
"Andhra Pradesh",2842,chittoor,cand318,"p. ramachandran",IND,1863
"Andhra Pradesh",2827,eluru,cand109,"kotagiri sridhar",YSRCP,676809
"Andhra Pradesh",2827,eluru,cand112,"magantti venkateswara rao babu",TDP,510884
"Andhra Pradesh",2827,eluru,cand114,"pentapati pullarao",JNP,76827
"Andhra Pradesh",2827,eluru,cand111,"jetti gurunadha rao",INC,20378
"Andhra Pradesh",2827,eluru,cand110,"chinnam rama kotayya",BJP,8412
"Andhra Pradesh",2827,eluru,cand118,"dr.mendem. santhosh kumar(peddababu)",IND,3010
"Andhra Pradesh",2827,eluru,cand113,"china venkata suryanarayana josyula",PPOI,2935
"Andhra Pradesh",2827,eluru,cand115,"mathe. bobby",RPI(A),1879
"Andhra Pradesh",2827,eluru,cand117,"alaga. ravi kumar",IND,1648
"Andhra Pradesh",2827,eluru,cand116,"v. siva rama krishna",JAJGP,1261
"Andhra Pradesh",2830,guntur,cand146,"jayadev galla",TDP,587918
"Andhra Pradesh",2830,guntur,cand148,"modugula venugopala reddy",YSRCP,583713
"Andhra Pradesh",2830,guntur,cand154,"bonaboyina srinivasa rao (bonaboyina srinivasa yadav)",JNP,129205
"Andhra Pradesh",2830,guntur,cand149,"shaik mastanvali",INC,14205
"Andhra Pradesh",2830,guntur,cand147,"jayaprakash narayana valluru",BJP,11841
"Andhra Pradesh",2830,guntur,cand155,"mannava hariprasad",CPIM,3216
"Andhra Pradesh",2830,guntur,cand162,"dasari kiran babu",IND,2909
"Andhra Pradesh",2830,guntur,cand161,"umar basha shaik",IND,2676
"Andhra Pradesh",2830,guntur,cand164,"y. v. suresh",IND,1947
"Andhra Pradesh",2830,guntur,cand156,"ramarao simhadri",PRSHP,1746
"Andhra Pradesh",2830,guntur,cand158,"sarabandi raju sikhinam",ILP(AP),1017
"Andhra Pradesh",2830,guntur,cand153,"nagaraju ekula",RPI(A),920
"Andhra Pradesh",2830,guntur,cand150,"araveti hazarath rao",PPOI,810
"Andhra Pradesh",2830,guntur,cand157,"n. j. vidyasagar",VCK,641
"Andhra Pradesh",2830,guntur,cand163,"doppalapudi veera das",IND,629
"Andhra Pradesh",2830,guntur,cand160,"samudrala chinna kotaiah",NDDHP,628
"Andhra Pradesh",2830,guntur,cand159,"shaik jaleel",NRCP,563
"Andhra Pradesh",2830,guntur,cand151,"ullagi david jayakumar (dr. d j kumar)",HMRD,447
"Andhra Pradesh",2830,guntur,cand152,"jeldi raja mohan",AINPP,437
"Andhra Pradesh",2837,hindupur,cand255,"kuruva gorantla madhav",YSRCP,706602
"Andhra Pradesh",2837,hindupur,cand256,"kristappa . nimmala",TDP,565854
"Andhra Pradesh",2837,hindupur,cand254,"kamaganahalli thippeswamy sreedhar (k.t.sreedhar)",INC,27156
"Andhra Pradesh",2837,hindupur,cand257,"mitta parthasarathi",BJP,13805
"Andhra Pradesh",2837,hindupur,cand262,"ramamohan d.g.",IND,2231
"Andhra Pradesh",2837,hindupur,cand260,"gogula pulakunta jayanth",IND,1582
"Andhra Pradesh",2837,hindupur,cand261,"mugi surya prakash",IND,1316
"Andhra Pradesh",2837,hindupur,cand258,"ram mohan singamneni",PPOI,1313
"Andhra Pradesh",2837,hindupur,cand259,s.r.anjaneyulu,IND,1227
"Andhra Pradesh",2838,kadapa,cand263,"y.s.avinash reddy",YSRCP,783499
"Andhra Pradesh",2838,kadapa,cand264,"adi narayana reddy chadipirala",TDP,402773
"Andhra Pradesh",2838,kadapa,cand265,"gundlakunta sreeramulu",INC,8341
"Andhra Pradesh",2838,kadapa,cand266,"gujjula eswaraiah",CPI,6242
"Andhra Pradesh",2838,kadapa,cand267,"sri rama chandra singareddy",BJP,4085
"Andhra Pradesh",2838,kadapa,cand277,"r. venu gopal",IND,1748
"Andhra Pradesh",2838,kadapa,cand272,"anna siva chandra reddy",AYSRCP,1422
"Andhra Pradesh",2838,kadapa,cand273,"gona purushottam reddy",IND,1134
"Andhra Pradesh",2838,kadapa,cand276,"p. s. s. reddy",IND,865
"Andhra Pradesh",2838,kadapa,cand275,"nyamatulla shaik",IND,759
"Andhra Pradesh",2838,kadapa,cand270,"pedakala varalakshmi",PPOI,716
"Andhra Pradesh",2838,kadapa,cand274,"jakku chenna krishna reddy",IND,579
"Andhra Pradesh",2838,kadapa,cand268,"ameen peeran",ANC,573
"Andhra Pradesh",2838,kadapa,cand271,"c s n reddy",NRCP,446
"Andhra Pradesh",2838,kadapa,cand269,"putha lakshmi reddy",RDHP,368
"Andhra Pradesh",2823,kakinada,cand61,"vanga geethaviswanath",YSRCP,537630
"Andhra Pradesh",2823,kakinada,cand58,"chalamalasetty sunil",TDP,511892
"Andhra Pradesh",2823,kakinada,cand65,"jyothula venkateswara rao",JNP,132648
"Andhra Pradesh",2823,kakinada,cand60,"yalla venkata rama mohan rao (dorababu)",BJP,9596
"Andhra Pradesh",2823,kakinada,cand59,"mallipudi sri ramachandra murthy (rambabu)",INC,8640
"Andhra Pradesh",2823,kakinada,cand71,"kakileti ravindra",IND,3327
"Andhra Pradesh",2823,kakinada,cand62,"appalakonda vangalapudi",MPP,2997
"Andhra Pradesh",2823,kakinada,cand72,"medisetti vijaya kumar",IND,2051
"Andhra Pradesh",2823,kakinada,cand64,"godugu satyanarayana",CPI(ML)(L),1724
"Andhra Pradesh",2823,kakinada,cand63,"b. geetha",PRSHP,1688
"Andhra Pradesh",2823,kakinada,cand70,"ankadi sathibabu",IND,1381
"Andhra Pradesh",2823,kakinada,cand69,"sathi veeralakshmi",PPOI,1119
"Andhra Pradesh",2823,kakinada,cand68,"vasamsetty venkataramana",AIFB,1014
"Andhra Pradesh",2823,kakinada,cand66,"donam neelakantam",AINPP,980
"Andhra Pradesh",2823,kakinada,cand67,"peddimsetti. venkateswararao",JAJGP,815
"Andhra Pradesh",2835,kurnool,cand228,"ayushman doctor sanjeev kumar",YSRCP,605462
"Andhra Pradesh",2835,kurnool,cand225,"kotla jaya surya prakash reddy",TDP,456395
"Andhra Pradesh",2835,kurnool,cand224,"ahmed ali khan",INC,36500
"Andhra Pradesh",2835,kurnool,cand226,"dr. parthasarathi valmiki",BJP,24418
"Andhra Pradesh",2835,kurnool,cand227,"k. prabhakara reddy",CPIM,19065
"Andhra Pradesh",2835,kurnool,cand238,"t. beechupally",IND,9807
"Andhra Pradesh",2835,kurnool,cand229,"abdul waris",SDPI,7293
"Andhra Pradesh",2835,kurnool,cand239,"srihari. p. v.",IND,6577
"Andhra Pradesh",2835,kurnool,cand231,"dandu seshu yadav",SP,3282
"Andhra Pradesh",2835,kurnool,cand237,"balija. shiva kumar",IND,2751
"Andhra Pradesh",2835,kurnool,cand234,"g sanjeeva kumar",SMFB,2107
"Andhra Pradesh",2835,kurnool,cand236,"devarapogu maddilety",IND,1702
"Andhra Pradesh",2835,kurnool,cand235,"h. thomas",IND,1506
"Andhra Pradesh",2835,kurnool,cand232,"m. naganna",SUCI(C),1285
"Andhra Pradesh",2835,kurnool,cand230,"kasula rajasekhar",PPOI,1231
"Andhra Pradesh",2835,kurnool,cand233,"s.md. shafath",RRS,1229
"Andhra Pradesh",2828,machilipatnam,cand122,"balashowry vallabhaneni",YSRCP,572850
"Andhra Pradesh",2828,machilipatnam,cand119,"konakalla narayana rao",TDP,512612
"Andhra Pradesh",2828,machilipatnam,cand124,"bandreddi ramakrishna",JNP,113442
"Andhra Pradesh",2828,machilipatnam,cand121,"gollu krishna",INC,12310
"Andhra Pradesh",2828,machilipatnam,cand120,"gudivaka ramanjaneyulu (anji babu)",BJP,6481
"Andhra Pradesh",2828,machilipatnam,cand130,"vijaya lakshmi chalapaka",IND,4789
"Andhra Pradesh",2828,machilipatnam,cand123,"peram siva nageswara rao",RPI(A),3627
"Andhra Pradesh",2828,machilipatnam,cand125,"yarlagadda rama mohana rao",BAHUMP,1017
"Andhra Pradesh",2828,machilipatnam,cand129,"g. v. n. basava rao",IND,895
"Andhra Pradesh",2828,machilipatnam,cand127,"gandhi dhanekula",IND,846
"Andhra Pradesh",2828,machilipatnam,cand126,"valluru venkateswara rao",PPOI,826
"Andhra Pradesh",2828,machilipatnam,cand128,"nadakuditi naga gayathri",IND,774
"Andhra Pradesh",2834,nandyal,cand206,"pocha . brahmananda reddy",YSRCP,720888
"Andhra Pradesh",2834,nandyal,cand207,"mandra sivananda reddy",TDP,470769
"Andhra Pradesh",2834,nandyal,cand212,"s.p.y. reddy",JNP,38871
"Andhra Pradesh",2834,nandyal,cand205,"jangite lakshmi narasimha yadav",INC,14420
"Andhra Pradesh",2834,nandyal,cand204,"adinarayana inty",BJP,9066
"Andhra Pradesh",2834,nandyal,cand218,"poluru guruvaiah",IND,6099
"Andhra Pradesh",2834,nandyal,cand219,"bhuma kishor reddy",IND,4852
"Andhra Pradesh",2834,nandyal,cand216,"jestadi sudhakar",IND,4542
"Andhra Pradesh",2834,nandyal,cand208,"d. p. jamal basha.",AYSRCP,4089
"Andhra Pradesh",2834,nandyal,cand217,"i.v. pakkir reddy",IND,3103
"Andhra Pradesh",2834,nandyal,cand220,"b.c. ramanatha reddy",IND,2543
"Andhra Pradesh",2834,nandyal,cand222,"vangala parameswara reddy.",IND,2382
"Andhra Pradesh",2834,nandyal,cand223,"c. surendra nath reddy",IND,1708
"Andhra Pradesh",2834,nandyal,cand221,"dr. lakshmi kantha reddy chitla",IND,1429
"Andhra Pradesh",2834,nandyal,cand209,"pula. nagamaddilety",ANC,937
"Andhra Pradesh",2834,nandyal,cand213,"s. a. indumathi",IND,847
"Andhra Pradesh",2834,nandyal,cand215,"k.p. kambagiriswamy.",IND,767
"Andhra Pradesh",2834,nandyal,cand211,"ruddireddy radhakrishna",AIFB,673
"Andhra Pradesh",2834,nandyal,cand214,"elluri. bhupal.",IND,668
"Andhra Pradesh",2834,nandyal,cand210,"d. mahammad rafi .",BCUF,649
"Andhra Pradesh",2831,narasaraopet,cand168,"lavu sri krishna devarayalu",YSRCP,745557
"Andhra Pradesh",2831,narasaraopet,cand167,"rayapati sambasivarao",TDP,591555
"Andhra Pradesh",2831,narasaraopet,cand171,"nayub kamal shaik",JNP,51008
"Andhra Pradesh",2831,narasaraopet,cand165,"kanna lakshmi narayana",BJP,15486
"Andhra Pradesh",2831,narasaraopet,cand166,"pakkala suribabu",INC,11033
"Andhra Pradesh",2831,narasaraopet,cand169,"allu venkatareddy",PPOI,2894
"Andhra Pradesh",2831,narasaraopet,cand175,"durgampudi ramireddy",IND,2685
"Andhra Pradesh",2831,narasaraopet,cand177,"reddyboina prasanna kumar",IND,1383
"Andhra Pradesh",2831,narasaraopet,cand176,"parimi narasimha rao",IND,1000
"Andhra Pradesh",2831,narasaraopet,cand170,"kanakam srinivasarao",NNKP,887
"Andhra Pradesh",2831,narasaraopet,cand174,"gaddala venu",IND,622
"Andhra Pradesh",2831,narasaraopet,cand172,"surabhi devasahayam",IUML,418
"Andhra Pradesh",2831,narasaraopet,cand173,"kante sayanna",IND,365
"Andhra Pradesh",2826,narsapuram,cand95,"kanumuru raghu rama krishna raju",YSRCP,449234
"Andhra Pradesh",2826,narsapuram,cand97,"v.v. siva rama raju (kalavapudi siva)",TDP,416558
"Andhra Pradesh",2826,narsapuram,cand104,"nagababu konidela",JNP,250802
"Andhra Pradesh",2826,narsapuram,cand94,"kanumuru bapiraju",INC,13941
"Andhra Pradesh",2826,narsapuram,cand96,"pydikondala manikyala rao",BJP,12414
"Andhra Pradesh",2826,narsapuram,cand98,"yella venu gopal rao",NVSP,4286
"Andhra Pradesh",2826,narsapuram,cand101,"g s raju",SP,3471
"Andhra Pradesh",2826,narsapuram,cand105,k.a.paul,PRSHP,3046
"Andhra Pradesh",2826,narsapuram,cand108,"medapati varahala reddy",IND,2684
"Andhra Pradesh",2826,narsapuram,cand107,"nalli rajesh",IND,2653
"Andhra Pradesh",2826,narsapuram,cand103,"nallam surya chandra rao",PPOI,2210
"Andhra Pradesh",2826,narsapuram,cand102,"dasari krishna murthy",IPBP,1603
"Andhra Pradesh",2826,narsapuram,cand106,"gottumukkala shivaji",IND,1275
"Andhra Pradesh",2826,narsapuram,cand99,"ganji purnima",RPI(A),869
"Andhra Pradesh",2826,narsapuram,cand100,"gurugubilli rambabu",MCPI,583
"Andhra Pradesh",2839,nellore,cand278,"adala prabhakara reddy",YSRCP,683830
"Andhra Pradesh",2839,nellore,cand281,"beeda masthan rao",TDP,535259
"Andhra Pradesh",2839,nellore,cand279,"chandra rajagopal",CPIM,18830
"Andhra Pradesh",2839,nellore,cand282,"sannapureddy suresh reddy",BJP,12513
"Andhra Pradesh",2839,nellore,cand280,"chevuru devakumar reddy",INC,10021
"Andhra Pradesh",2839,nellore,cand286,"narasapuram prasad",IND,2399
"Andhra Pradesh",2839,nellore,cand290,"dr. s. suresh babu",IND,1482
"Andhra Pradesh",2839,nellore,cand284,"shaik mahaboob basha (mabu)",RPI(A),1319
"Andhra Pradesh",2839,nellore,cand287,"butti nagaraju",IND,1101
"Andhra Pradesh",2839,nellore,cand289,"sukapalli naveen",IND,1014
"Andhra Pradesh",2839,nellore,cand283,"chinni venkateswarlu",PPOI,841
"Andhra Pradesh",2839,nellore,cand285,"kankanala penchala naidu",IND,668
"Andhra Pradesh",2839,nellore,cand288,"meda malla reddy",IND,598
"Andhra Pradesh",2833,ongole,cand192,"magunta sreenivasulu reddy",YSRCP,739202
"Andhra Pradesh",2833,ongole,cand193,"sidda raghava rao",TDP,524351
"Andhra Pradesh",2833,ongole,cand196,"bellamkonda saibabu",JNP,29379
"Andhra Pradesh",2833,ongole,cand191,"thoganti sreenivasulu",BJP,8229
"Andhra Pradesh",2833,ongole,cand194,"dr sirivella prasad",INC,8139
"Andhra Pradesh",2833,ongole,cand197,"maram srinivasa reddy",PRSHP,3258
"Andhra Pradesh",2833,ongole,cand203,"venkatesh vepuri",IND,3212
"Andhra Pradesh",2833,ongole,cand202,"mohan ayyappa",IND,1451
"Andhra Pradesh",2833,ongole,cand201,"madhu yattapu",IND,1160
"Andhra Pradesh",2833,ongole,cand198,"venkatesan baburao",IPBP,1073
"Andhra Pradesh",2833,ongole,cand195,"konda praveen kumar",NPT,811
"Andhra Pradesh",2833,ongole,cand200,"billa chennaiah",IND,673
"Andhra Pradesh",2833,ongole,cand199,"kavuri venu babu naidu",IND,565
"Andhra Pradesh",2825,rajahmundry,cand86,"margani bharat",YSRCP,582024
"Andhra Pradesh",2825,rajahmundry,cand85,"maganti roopa",TDP,460390
"Andhra Pradesh",2825,rajahmundry,cand87,"akula satyanarayana",JNP,155807
"Andhra Pradesh",2825,rajahmundry,cand83,"nalluri vijaya srinivasa rao",INC,12725
"Andhra Pradesh",2825,rajahmundry,cand84,"paravastu satya gopinath das",BJP,12334
"Andhra Pradesh",2825,rajahmundry,cand93,"kollapu venu",IND,2869
"Andhra Pradesh",2825,rajahmundry,cand88,"geddam david nelson babu",APOI,1757
"Andhra Pradesh",2825,rajahmundry,cand92,"kuruvella bhanuchandar",IND,1242
"Andhra Pradesh",2825,rajahmundry,cand91,"sangisetti srinivasa rao",PPOI,1161
"Andhra Pradesh",2825,rajahmundry,cand89,"bandaru rajeswara rao",JAJGP,1035
"Andhra Pradesh",2825,rajahmundry,cand90,"meda srinivas",RPC(S),996
"Andhra Pradesh",2841,rajampet,cand303,"p.v.midhun reddy",YSRCP,702211
"Andhra Pradesh",2841,rajampet,cand305,"d a sathya prabha",TDP,433927
"Andhra Pradesh",2841,rajampet,cand309,"syed mukarram",JNP,33986
"Andhra Pradesh",2841,rajampet,cand304,"m.shajahan basha (jaha)",INC,21150
"Andhra Pradesh",2841,rajampet,cand311,"pasupuleti venkataramana royal",IND,3821
"Andhra Pradesh",2841,rajampet,cand306,"asadi. venkatadri",RKSP,3460
"Andhra Pradesh",2841,rajampet,cand310,"naresh kumar poojala",IND,1768
"Andhra Pradesh",2841,rajampet,cand308,"khader vali shaik",IUML,1557
"Andhra Pradesh",2841,rajampet,cand307,"karimulla khan pattan",NAVAP,1135
"Andhra Pradesh",2819,srikakulam,cand11,"kinjarapu ram mohan naidu",TDP,534544
"Andhra Pradesh",2819,srikakulam,cand13,"duvvada srinivas",YSRCP,527891
"Andhra Pradesh",2819,srikakulam,cand16,"metta ramarao",JNP,31956
"Andhra Pradesh",2819,srikakulam,cand12,"dola jagan",INC,13745
"Andhra Pradesh",2819,srikakulam,cand14,"perla samba murthy",BJP,8390
"Andhra Pradesh",2819,srikakulam,cand18,"naidugari rajasekhar",IND,5156
"Andhra Pradesh",2819,srikakulam,cand17,"namballa krishna mohan",IND,4836
"Andhra Pradesh",2819,srikakulam,cand19,"betha vivekananda maharaj",IND,3818
"Andhra Pradesh",2819,srikakulam,cand15,"matta satish chakravarthy",PPOI,1448
"Andhra Pradesh",2840,tirupati,cand294,"balli durga prasad rao",YSRCP,722877
"Andhra Pradesh",2840,tirupati,cand293,"panabaka lakshmi",TDP,494501
"Andhra Pradesh",2840,tirupati,cand291,chintamohan,INC,24039
"Andhra Pradesh",2840,tirupati,cand292,"doctor daggumati sreehari rao",BSP,20971
"Andhra Pradesh",2840,tirupati,cand295,"bommi srihari rao",BJP,16125
"Andhra Pradesh",2840,tirupati,cand302,"k.s. munirathnam",IND,2119
"Andhra Pradesh",2840,tirupati,cand300,"m. solomon",ARPS,1563
"Andhra Pradesh",2840,tirupati,cand301,"kattamanchi prabhakar",IND,1430
"Andhra Pradesh",2840,tirupati,cand298,"bokkam. ramesh",VCK,1195
"Andhra Pradesh",2840,tirupati,cand296,"karra siva (pyramid siva)",PPOI,1003
"Andhra Pradesh",2840,tirupati,cand299,"viruvuru sudhakar",VJNP,998
"Andhra Pradesh",2840,tirupati,cand297,"neeruguttu nagesh, m.a., philosophy",JPD,913
"Andhra Pradesh",2829,vijayawada,cand132,"kesineni srinivas (nani)",TDP,575498
"Andhra Pradesh",2829,vijayawada,cand134,"potluri.v.prasad ( p v p )",YSRCP,566772
"Andhra Pradesh",2829,vijayawada,cand138,"muttamsetty prasad babu",JNP,81650
"Andhra Pradesh",2829,vijayawada,cand131,"kilaru dileep",BJP,18504
"Andhra Pradesh",2829,vijayawada,cand133,"naraharisetty. narasimharao.",INC,16261
"Andhra Pradesh",2829,vijayawada,cand135,"andukuri vijaya bhaskar",IPBP,2457
"Andhra Pradesh",2829,vijayawada,cand144,"bolisetty hari babu",IND,1739
"Andhra Pradesh",2829,vijayawada,cand145,"mohammad ishaq",IND,1218
"Andhra Pradesh",2829,vijayawada,cand141,"anil kumar maddineni",IND,1049
"Andhra Pradesh",2829,vijayawada,cand143,"nandini nallaghatla",IND,953
"Andhra Pradesh",2829,vijayawada,cand142,"dhanekula gandhi",IND,688
"Andhra Pradesh",2829,vijayawada,cand139,sekhar,PPOI,685
"Andhra Pradesh",2829,vijayawada,cand137,"padala siva prasad",NRCP,480
"Andhra Pradesh",2829,vijayawada,cand136,"datla lurdu mary",MPP,434
"Andhra Pradesh",2829,vijayawada,cand140,"sk. riyaz",IUML,412
"Andhra Pradesh",2821,visakhapatnam,cand37,"m v v satyanarayana",YSRCP,436906
"Andhra Pradesh",2821,visakhapatnam,cand36,"bharat mathukumilli",TDP,432492
"Andhra Pradesh",2821,visakhapatnam,cand40,"v.v. lakshmi narayana",JNP,288874
"Andhra Pradesh",2821,visakhapatnam,cand34,"daggubati purandeswari",BJP,33892
"Andhra Pradesh",2821,visakhapatnam,cand35,"pedada. ramanikumari",INC,14633
"Andhra Pradesh",2821,visakhapatnam,cand38,"george bangari",VCK,3028
"Andhra Pradesh",2821,visakhapatnam,cand46,"durgaprasad. guntu",IND,2464
"Andhra Pradesh",2821,visakhapatnam,cand47,"pulapaka raja sekhar",IND,2294
"Andhra Pradesh",2821,visakhapatnam,cand41,"anmish varma",IND,1915
"Andhra Pradesh",2821,visakhapatnam,cand39,"b. jaya venu gopal",PPOI,1627
"Andhra Pradesh",2821,visakhapatnam,cand42,"r. udaya gowri",IND,1384
"Andhra Pradesh",2821,visakhapatnam,cand45,"gannu mallayya",IND,1313
"Andhra Pradesh",2821,visakhapatnam,cand43,"kothapalli geetha",IND,1158
"Andhra Pradesh",2821,visakhapatnam,cand44,"gampala somasundaram",IND,1128
"Andhra Pradesh",2820,vizianagaram,cand22,"bellana chandra sekhar",YSRCP,578418
"Andhra Pradesh",2820,vizianagaram,cand20,"ashok gajapathi raju pusapati",TDP,530382
"Andhra Pradesh",2820,vizianagaram,cand26,"mukka srinivas rao",JNP,34192
"Andhra Pradesh",2820,vizianagaram,cand21,"adiraju yedla",INC,15725
"Andhra Pradesh",2820,vizianagaram,cand23,"sanyasi raju pakalapati",BJP,7266
"Andhra Pradesh",2820,vizianagaram,cand33,"venkata trindha rao veluri",IND,6338
"Andhra Pradesh",2820,vizianagaram,cand24,"p.v.a. ananda sagar",SAPRP,4983
"Andhra Pradesh",2820,vizianagaram,cand32,"ijjurouthu ramunaidu",IND,4553
"Andhra Pradesh",2820,vizianagaram,cand31,"pentapati rajesh",IND,1462
