cand_id,cand_name,party_name,state,const_name
cand1295,"MAHENDRA NATH YADAV","Moolniwasi Samaj Party","Uttar Pradesh",Azamgarh
cand1296,"MOHAMMAD FAISHAL KHAN",Independent,Jharkhand,Dhanbad
cand1297,"SAHEB CHOWDHURY",Independent,"West Bengal",Ghatal
cand1298,ARVIND,Independent,Haryana,ROHTAK
cand1299,"BABU SINGH KUSHWAHA","Samajwadi Party","Uttar Pradesh",Jaunpur
cand13,"RAMESH CHAND","Samajwadi Party","Uttar Pradesh",Mirzapur
cand130,"ANAND MISHRA",Independent,Bihar,Buxar
cand1300,"KUMARI GEETA GAUTAM","Rashtriya Janta Party","Uttar Pradesh",Shrawasti
cand1301,SUBHASH,"Asankhya Samaj Party","NCT OF Delhi","NORTH WEST DELHI"
cand1302,"MOHAMMAD FAISHAL KHAN",Independent,Jharkhand,Dhanbad
cand1303,ADITI,Independent,"NCT OF Delhi","NORTH WEST DELHI"
cand1304,"YASHASWINI SAHAY","Indian National Congress",Jharkhand,Ranchi
cand1305,"ADHIKARI SOUMENDU","Bharatiya Janata Party","West Bengal",Kanthi
cand1306,"AJAY TIWARI","Right to Recall Party","NCT OF Delhi","NORTH EAST DELHI"
cand1307,"RANDHEER SINGH ALIAS DHEERU KHATANA","Akhil Bhartiya Kisan Majdoor Party",Haryana,FARIDABAD
cand1308,"BRIJESH KUMAR SAROJ","Prabuddhwadi Bahujan Morcha","Uttar Pradesh",Machhlishahr
cand1309,"GOKULANANDA MISHRA",Independent,Odisha,Cuttack
cand131,SUKALU,"Rakshak Jan Morcha Party","Uttar Pradesh",Robertsganj
cand1310,"BISHWANATH MAHATO",Independent,Jharkhand,Jamshedpur
cand1311,"ARUN KUMAR PANDEY","Hindustan Samaj Party","Uttar Pradesh",Pratapgarh
cand1312,"PALA RAM SAINI","Jannayak Janta Party",Haryana,KURUKSHETRA
cand1313,"KAMAL KUMAR BARARA","Aazad Samaj Party (Kanshi Ram)",Haryana,AMBALA
cand1314,"MOHAN SINGH","Bahujan Samaj Party",Jharkhand,Dhanbad
cand1315,"PRIYABRATA GARNAIK",Independent,Odisha,Dhenkanal
cand1316,"MAMTA KUMARI","Samata Party",Bihar,Sheohar
cand1317,"SHAKILA HUSSAIN","Loktantrik Janshakti Party",Haryana,FARIDABAD
cand1318,"ANUPAMA SINGH","Indian National Congress",Jharkhand,Dhanbad
cand1319,"ATMA RAM SUPKAR",Independent,Odisha,Sambalpur
cand132,"NIRMAL SINGH RAJEANA",Independent,Punjab,Faridkot
cand1320,"RAM NARAYAN MOHANTY",Independent,"NCT OF Delhi","West Delhi"
cand1321,"DHARMENDRA YADAV","Samajwadi Party","Uttar Pradesh",Azamgarh
cand1322,"MD. KALAM SAI",Independent,Bihar,"Paschim Champaran"
cand1323,"DR MAHESH CHAND GAUR",Independent,Haryana,KURUKSHETRA
cand1324,"AJ RAJAN","Navarang Congress Party","NCT OF Delhi","West Delhi"
cand1325,"UTTAM BARIK SON OF LATE NARAYAN BARIK",Independent,"West Bengal",Kanthi
cand1326,"SATISH KUMAR",Independent,Haryana,ROHTAK
cand1327,"MOHAMMAD TAFAZUL HUSSAIN",Independent,Jharkhand,Dhanbad
cand1328,"SHIV RAM SHARMA","Moulik Adhikar Party","Uttar Pradesh",Pratapgarh
cand1329,"SHYAM  BIHARI PRAJAPATI","Bhagidari Party(P)",Jharkhand,Ranchi
cand133,"HIRAK SINHA",Independent,"West Bengal","Dum dum"
cand1330,"SHYAM SINGH YADAV","Bahujan Samaj Party","Uttar Pradesh",Jaunpur
cand1331,"SANJAY SETH","Bharatiya Janata Party",Jharkhand,Ranchi
cand1332,"RAMHARI GOPE","Ambedkarite Party of India",Jharkhand,Ranchi
cand1333,"SURENDRA SINGH BASOYA","Peoples Party of India (Democratic)","NCT OF Delhi","East Delhi"
cand1334,"GNYANENDRA BEHERA",Independent,Odisha,Sambalpur
cand1335,"GYANTI DEVI","Prabuddha Republican Party",Bihar,"Purvi Champaran"
cand1336,"MOHD. WAQAR CHOUDHARY","Bahujan Samaj Party","NCT OF Delhi","East Delhi"
cand1337,VIRENDER,Independent,"NCT OF Delhi","South Delhi"
cand1338,JAGDISH,Independent,Haryana,BHIWANI-MAHENDRAGARH
cand1339,"MD NAZIR","Aman Samaj Party","NCT OF Delhi","Chandni Chowk"
cand134,"SURJIT SINGH",Independent,Punjab,"Khadoor Sahib"
cand1340,"HARJEET SINGH VIRK","Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)",Haryana,KARNAL
cand1341,"ARJUN KUMAR MAITY",Independent,"West Bengal",Kanthi
cand1342,"AKSHAT GAIT",Independent,Haryana,GURGAON
cand1343,"SUJEET KUMAR RAM","Bahujan Samaj Party",Bihar,Gopalganj
cand1344,"AKSHAT GAIT",Independent,Haryana,GURGAON
cand1345,"UDRAJ VERMA","Bahujan Samaj Party","Uttar Pradesh",Sultanpur
cand1346,"MANOJ KUMAR","Bahujan Samaj Party",Jharkhand,Ranchi
cand1347,"PANDIT SUMIT KUMAR SHARMA","AARAKSHAN VIRODHI PARTY",Haryana,FARIDABAD
cand1348,"RAM GOPAL","Haryana Jansena Party","NCT OF Delhi","South Delhi"
cand1349,"HARINATH SAHU","Lokhit Adhikar Party",Jharkhand,Ranchi
cand135,RANJANA,Independent,"Uttar Pradesh",Ballia
cand1350,"KALAWATI DEVI",Independent,Jharkhand,Giridih
cand1351,"MANOJ KUMAR SHARMA","Loktantrik Janshakti Party","NCT OF Delhi","New Delhi"
cand1352,"MISTRI DAULAT RAM ROLAN","Peoples Party of India (Democratic)",Haryana,SIRSA
cand1353,"JITENDRA SINGH",Independent,Jharkhand,Jamshedpur
cand1354,"KALAWATI DEVI",Independent,Jharkhand,Giridih
cand1355,"JOHN MIRAN MUNDA",Independent,Odisha,Keonjhar
cand1356,"KALAWATI DEVI",Independent,Jharkhand,Giridih
cand1357,"PARWATI KISKU",Independent,Jharkhand,Jamshedpur
cand1358,"SATISH KUMAR","Ekam Sanatan Bharat Dal",Haryana,ROHTAK
cand1359,"DEEPAK KAPILA",Independent,"NCT OF Delhi","South Delhi"
cand136,"SAHIL MONGA",Independent,Punjab,Firozpur
cand1360,"PREM NATH CHANCHAL ALIAS CHANCHAL PASWAN","Vikassheel Insaan Party",Bihar,Gopalganj
cand1361,"SADHU CHARAN PAUL",Independent,Jharkhand,Jamshedpur
cand1362,"ADVOCATE DR. MAHENDER   SINGH CHURIYANA","Bahujan Dravida Party","NCT OF Delhi","NORTH WEST DELHI"
cand1363,"ANAND KUMAR GAUTAM",Independent,"Uttar Pradesh","Sant Kabir Nagar"
cand1364,"NAVEEN KUMAR COMMANDO",Independent,Haryana,SIRSA
cand1365,"SUKUMAR SOREN","Bharat Adivasi Party",Jharkhand,Jamshedpur
cand1366,ADITI,Independent,"NCT OF Delhi","NORTH WEST DELHI"
cand1367,"BHARAT BHUSHAN KOLI","Rashtra Nirman Party",Haryana,FARIDABAD
cand1368,GANGADEEN,"Communist Party of India","Uttar Pradesh",Lalganj
cand1369,"SADANAND RANBIDA","Bahujan Samaj Party",Odisha,Sambalpur
cand137,"RAJIV KUMAR","Jan Sewa Driver Party",Punjab,Ludhiana
cand1370,"LALITESHPATI TRIPATHI","All India Trinamool Congress","Uttar Pradesh",Bhadohi
cand1371,"LILU RAM ASAKHERA","Bahujan Samaj Party",Haryana,SIRSA
cand1372,"DEVKANT MISHRA",Independent,Bihar,Siwan
cand1373,"ANJAN (BABALU) MANDAL","Bahujan Samaj Party","West Bengal",Medinipur
cand1374,"LOVELY ANAND","Janata Dal  (United)",Bihar,Sheohar
cand1375,"DHEERAJ SRIVASTAV","Pragatisheel Samaj Party","Uttar Pradesh","Sant Kabir Nagar"
cand1376,"CHAMAN LAL VERMA","Samaj Vikas Kranti Party","NCT OF Delhi","West Delhi"
cand1377,"DR. RAJESH KUMAR SINGH",Independent,"NCT OF Delhi","NORTH EAST DELHI"
cand1378,"BHUPENDER SINGH MALIK","Jannayak Janta Party",Haryana,SONIPAT
cand1379,"MANOJ TIWARI","Bharatiya Janata Party","NCT OF Delhi","NORTH EAST DELHI"
cand138,"GURPREET SINGH RATTAN","Republican Party of India (Athawale)",Punjab,Amritsar
cand1380,"RAJENDRA YADAV URF COLONEL SAHAB","Sarvjan Awaz Party","Uttar Pradesh","Sant Kabir Nagar"
cand1381,"CHARANJEET SINGH","All India Forward Bloc","NCT OF Delhi","West Delhi"
cand1382,"PERWEZ NEYYAR","Aazad Samaj Party (Kanshi Ram)",Jharkhand,Dhanbad
cand1383,"MAHESH KUMAR DENWAL","Ambedkarite Party of India","NCT OF Delhi","New Delhi"
cand1384,GIRRAJ,Independent,Haryana,FARIDABAD
cand1385,URMILA,"Samaj Parivartan Party","Uttar Pradesh",Machhlishahr
cand1386,"JOGINDER RAM",Independent,Haryana,SIRSA
cand1387,"AKESHAN DUT",Independent,"NCT OF Delhi","NORTH EAST DELHI"
cand1388,"SUDHANSU SEKHAR DAS",Independent,Odisha,Bhubaneswar
cand1389,"PRAWEEN KACHHAP","Sampoorna Bharat Kranti Party",Jharkhand,Ranchi
cand139,"SIMRANPREET SINGH",Independent,Punjab,Amritsar
cand1390,"SATYA PRAKASH UTTRAKHANDI",Independent,"NCT OF Delhi","NORTH WEST DELHI"
cand1391,"YUGAL KISHOR SHUKLA","Aam Janta Party (India)","Uttar Pradesh",Shrawasti
cand1392,"NIPU SINGH","Rashtriya Jansangharsh Swaraj Party",Jharkhand,Ranchi
cand1393,"AKASH SRIVASTAV","Jai Hind National Party","NCT OF Delhi","NORTH EAST DELHI"
cand1394,"BABITA YADAV","Aazad Samaj Party (Kanshi Ram)","NCT OF Delhi","NORTH EAST DELHI"
cand1395,"KAMESHWAR PRASAD SAW",Independent,Jharkhand,Ranchi
cand1396,"DILIP KU SINGH","Bahujan Samaj Party",Bihar,Siwan
cand1397,"KAMESHWAR PRASAD SAW",Independent,Jharkhand,Ranchi
cand1398,"SARWESHWARI SAHU","Ekam Sanatan Bharat Dal",Jharkhand,Ranchi
cand1399,"PAPPU KUMAR NISHAD","Bhartiya Lokmat Rashtrwadi Party",Jharkhand,Giridih
cand14,"SANJEEV SINGH",Independent,Punjab,Gurdaspur
cand140,SUMESHWAR,Independent,"Uttar Pradesh",Ballia
cand1400,"RITESH PANDEY","Bharatiya Janata Party","Uttar Pradesh","Ambedkar Nagar"
cand1401,"RAM MILAN","Sardar Patel Siddhant Party","Uttar Pradesh",Machhlishahr
cand1402,"KAMALESH MAHATA",Independent,"West Bengal",Medinipur
cand1403,"DILLIP KUMAR BARAL",Independent,Odisha,Puri
cand1404,"DILLIP KUMAR BARAL",Independent,Odisha,Puri
cand1405,"RAJESH GAUTAM",Independent,Haryana,FARIDABAD
cand1406,"REZAUL HAQUE","Lokhit Adhikar Party",Jharkhand,Dhanbad
cand1407,"BHUNESHWAR BEDIYA","Samata Party",Jharkhand,Hazaribagh
cand1408,"SONAMANI TUDU","Communist Party of India (Marxist)","West Bengal",Jhargram
cand1409,VINAY,Independent,Haryana,ROHTAK
cand141,"SUSANTA MONDAL",Independent,"West Bengal","Kolkata Dakshin"
cand1410,"SHAMBHU PRASAD",Independent,Bihar,"Valmiki Nagar"
cand1411,"GEETA RANI SHARMA",Independent,"Uttar Pradesh",Allahabad
cand1412,"VINOD KUMAR RANA",Independent,Jharkhand,Hazaribagh
cand1413,"KAMASHEVAR PRA. VERMA",Independent,Jharkhand,Dhanbad
cand1414,"JARNAIL SINGH",Independent,"NCT OF Delhi","West Delhi"
cand1415,"MOHAMMAD ARMAN MOHAMMAD WASI KHAN","Rashtriya Janhit Sangharsh Party",Maharashtra,"Mumbai North East"
cand1416,"KAMASHEVAR PRA. VERMA",Independent,Jharkhand,Dhanbad
cand1417,"ANIRUDDH KUMAR","Communist Party of India",Jharkhand,Hazaribagh
cand1418,"NANDESH VITHAL UMAP","Bahujan Samaj Party",Maharashtra,"Mumbai North East"
cand1419,"JAGDISH RAWANI",Independent,Jharkhand,Dhanbad
cand142,"RAJIV KUMAR SINGH",Independent,"Uttar Pradesh",Ghosi
cand1420,"MOHAMMED AHMED SHAIKH",Independent,Maharashtra,"Mumbai North East"
cand1421,"ARSHAD AYUB",Independent,Jharkhand,Ranchi
cand1422,"SANJAY B. PATIL","National People's Party",Maharashtra,"Mumbai North East"
cand1423,"CHANDRESHWAR MISHRA",Independent,Bihar,"Valmiki Nagar"
cand1424,"DAULAT KADAR KHAN","Vanchit Bahujan  Aaghadi",Maharashtra,"Mumbai North East"
cand1425,"MINTU PASWAN","Socialist Unity Centre Of India (COMMUNIST)",Jharkhand,Ranchi
cand1426,"VIDYA NAIK",Independent,Maharashtra,"Mumbai North East"
cand1427,"RAVIDAS MEHROTRA","Samajwadi Party","Uttar Pradesh",Lucknow
cand1428,"BHISHMA SHANKAR ALIAS KUSHAL TIWARI","Samajwadi Party","Uttar Pradesh",Domariyaganj
cand1429,"SANJAY PATIL",Independent,Maharashtra,"Mumbai North East"
cand143,"AVADHESH VERMA","Bahujan Mukti Party","Uttar Pradesh",Ballia
cand1430,"DINESH AGRAWAL",Independent,Bihar,"Valmiki Nagar"
cand1431,"RAJIV KANT MISHRA",Independent,"NCT OF Delhi","West Delhi"
cand1432,"SAHADAT ANSARI",Independent,Jharkhand,Kodarma
cand1433,"DINESH AGRAWAL",Independent,Bihar,"Valmiki Nagar"
cand1434,"RAJ NATH SINGH","Bharatiya Janata Party","Uttar Pradesh",Lucknow
cand1435,"RAMANATH ORANG",Independent,"West Bengal",Jhargram
cand1436,"RAMESHWAR PRASAD YADAV",Independent,Jharkhand,Kodarma
cand1437,"ANNPURNA DEVI","Bharatiya Janata Party",Jharkhand,Kodarma
cand1438,"MAKHAN LAL MAHAPATRA","Bahujan Samaj Party","West Bengal",Kanthi
cand1439,"SITAN RABIDAS","Bahujan Samaj Party",Jharkhand,Kodarma
cand144,"BALWINDER SINGH","Republican Party of India (Athawale)",Punjab,Firozpur
cand1440,"JAI PRAKASH VERMA",Independent,Jharkhand,Kodarma
cand1441,"MD. SAGIR",Independent,Jharkhand,Kodarma
cand1442,"PRITHVI NATH SINGH","Bharatiya Sampuran Krantikari Party","NCT OF Delhi","New Delhi"
cand1443,"PARSHURAM SAH",Independent,Bihar,"Valmiki Nagar"
cand1444,"SURENDRA KUMAR AGRAWAL",Independent,Jharkhand,Kodarma
cand1445,"SURENDRA KUMAR AGRAWAL",Independent,Jharkhand,Kodarma
cand1446,"SURENDRA KUMAR AGRAWAL",Independent,Jharkhand,Kodarma
cand1447,"PRAVEEN KHANDELWAL","Bharatiya Janata Party","NCT OF Delhi","Chandni Chowk"
cand1448,"ANINDITA DAS",Independent,Jharkhand,Dhanbad
cand1449,"JITLAL KISKU",Independent,Jharkhand,Kodarma
cand145,"SANTOSH KUMAR","Bahujan Mukti Party","Uttar Pradesh",Chandauli
cand1450,"DEVENDER KADIAN","Jannayak Janta Party",Haryana,KARNAL
cand1451,"AJAY KRISHNA","Moolniwasi Samaj Party",Jharkhand,Kodarma
cand1452,"ANINDITA DAS",Independent,Jharkhand,Dhanbad
cand1453,"PAWAN KUMAR",Independent,Bihar,"Purvi Champaran"
cand1454,"JAYNARAYAN DAS","Bahujan Mukti Party",Jharkhand,Kodarma
cand1455,"PAWAN KUMAR",Independent,Bihar,"Purvi Champaran"
cand1456,"JITLAL KISKU",Independent,Jharkhand,Kodarma
cand1457,"MANOJ KUMAR BEDIA",Independent,Jharkhand,Hazaribagh
cand1458,"RAHUL SHARMA","Rashtriya Mangalam Party","NCT OF Delhi","Chandni Chowk"
cand1459,"INDER SINGH","Bahujan Samaj Party",Haryana,KARNAL
cand146,"KISHOR KUMAR",Independent,Chandigarh,Chandigarh
cand1460,"MANOJ KUMAR BEDIA",Independent,Jharkhand,Hazaribagh
cand1461,"AKASH VYAS","Bhartiya Shakti Chetna Party",Haryana,GURGAON
cand1462,"ABHISHEK KUMAR",Independent,Jharkhand,Hazaribagh
cand1463,"ABHISHEK KUMAR",Independent,Jharkhand,Hazaribagh
cand1464,"PRAKASH SONI","Bhartiya Azad Sena",Jharkhand,Hazaribagh
cand1465,"NEPAL CHANDRA MAHATO","Indian National Congress","West Bengal",Purulia
cand1466,"SUNAINA KINNAR",Independent,Jharkhand,Dhanbad
cand1467,"GAURAV VERMA","Hindu Samaj Party","Uttar Pradesh",Lucknow
cand1468,"VIJAYLAKSHMI DEVI","Janata Dal  (United)",Bihar,Siwan
cand1469,"AKSHAT GAIT",Independent,Haryana,GURGAON
cand147,"DADAN YADAV",Independent,Bihar,Buxar
cand1470,"SUNIL KUMAR",Independent,Haryana,FARIDABAD
cand1471,"PRAVEEN PATEL","Bharatiya Janata Party","Uttar Pradesh",Phulpur
cand1472,"SHRAWAN KUMAR TRIPATHI",Independent,"Uttar Pradesh",Pratapgarh
cand1473,FULACHANDR,"Moulik Adhikar Party","Uttar Pradesh",Jaunpur
cand1474,"DHARAMBIR SINGH","Bharatiya Janata Party",Haryana,BHIWANI-MAHENDRAGARH
cand1475,"SUNIL TEWATIA","Indian National Lok Dal",Haryana,FARIDABAD
cand1476,"DR SHIV SHANKAR INDIAN","Most Backward Classes Of India","Uttar Pradesh",Sultanpur
cand1477,"RITU KAUSHIK","Socialist Unity Centre Of India (COMMUNIST)","NCT OF Delhi","Chandni Chowk"
cand1478,"NAUSHAD AZAM","Peace Party","Uttar Pradesh",Domariyaganj
cand1479,MANISH,Independent,Haryana,KARNAL
cand148,"DADAN YADAV",Independent,Bihar,Buxar
cand1480,"SUNIL KUMAR","Janata Dal  (United)",Bihar,"Valmiki Nagar"
cand1481,"DR RAJESH KUMAR","Vikassheel Insaan Party",Bihar,"Purvi Champaran"
cand1482,"RAJ NARAYAN YADAV",Independent,Bihar,Vaishali
cand1483,"ISHWAR SINGH SUTHANI","Peoples Party of India (Democratic)",Haryana,GURGAON
cand1484,"PYUSH NARULA",Independent,"NCT OF Delhi","Chandni Chowk"
cand1485,"SURESH MOHAPATRA","Indian National Congress",Odisha,Cuttack
cand1486,"DEV GIRI","Rashtriya Lokswaraj Party",Haryana,HISAR
cand1487,"DHARMENDRA TIWARY","Bhartiya Jantantra Morcha",Jharkhand,Ranchi
cand1488,"ROOP SINGH","Rashtriya Garib Dal",Haryana,KARNAL
cand1489,"JAGANNATH PAL","Bahujan Samaj Party","Uttar Pradesh",Phulpur
cand149,"PANKAJ CHAUDHARY","Bharatiya Janata Party","Uttar Pradesh",Maharajganj
cand1490,"SUJEET KUMAR",Independent,"Uttar Pradesh",Shrawasti
cand1491,"ARSHAD AYUB",Independent,Jharkhand,Ranchi
cand1492,"JAI PARKASH SHARMA",Independent,Haryana,KURUKSHETRA
cand1493,"NARESH KUMAR",Independent,"NCT OF Delhi","NORTH WEST DELHI"
cand1494,"ISHTIYAQ ALI",Independent,"Uttar Pradesh",Lucknow
cand1495,"MAHENDRA SINGH ALIAS MAHENDRA RAI",Independent,Bihar,Siwan
cand1496,"AJIT PRASAD MAHATA",Independent,"West Bengal",Purulia
cand1497,"AJIT PRASAD MAHATA",Independent,"West Bengal",Purulia
cand1498,"ABHAY SINGH CHAUTALA","Indian National Lok Dal",Haryana,KURUKSHETRA
cand1499,"ARUNIMA GAUTAM",Independent,"NCT OF Delhi","East Delhi"
cand15,"ARVIND KHANNA","Bharatiya Janata Party",Punjab,Sangrur
cand150,"SUNIL KUMAR",Independent,Chandigarh,Chandigarh
cand1500,"LUKMAN KHAN","Log Party","NCT OF Delhi","New Delhi"
cand1501,"KAPIL MARWAH",Independent,"NCT OF Delhi","West Delhi"
cand1502,"SOBHA PANDEY",Independent,Odisha,Cuttack
cand1503,"SHRAWAN KUMAR TRIPATHI",Independent,"Uttar Pradesh",Pratapgarh
cand1504,"SAMAY SINGH",Independent,Haryana,GURGAON
cand1505,"DR. ALOK KUMAR SUMAN","Janata Dal  (United)",Bihar,Gopalganj
cand1506,"MAHENDER PRATAP SINGH","Indian National Congress",Haryana,FARIDABAD
cand1507,"JAI KUMAR  SAINI HAMIDPUR",Independent,Haryana,KURUKSHETRA
cand1508,"SAMPOORN ANAND","Rashtriya Lokswaraj Party",Haryana,GURGAON
cand1509,"ANIL KUMAR TIWARI",Independent,"Uttar Pradesh",Shrawasti
cand151,MANINDR,Independent,"Uttar Pradesh",Ballia
cand1510,"KRIPASHANKAR C PANDEY",Independent,"Uttar Pradesh",Jaunpur
cand1511,"PATASHO DEVI EX-SARPANCH",Independent,Haryana,KURUKSHETRA
cand1512,"ANOOP SINGH","Indian National Lok Dal",Haryana,SONIPAT
cand1513,"GYAN CHAND BAINSLA","Samrat Mihir Bhoj Samaj Party",Haryana,FARIDABAD
cand1514,"VIJAY KHATANA","Bahujan Samaj Party",Haryana,GURGAON
cand1515,"KIRAN PUNIA","Jannayak Janta Party",Haryana,AMBALA
cand1516,"NIKESH KUMAR",Independent,Bihar,"Purvi Champaran"
cand1517,SUSHIL,"All India Forward Bloc","Uttar Pradesh",Bhadohi
cand1518,"SHIV PRASAD VISHWAKARMA","Samyak Party","Uttar Pradesh",Allahabad
cand1519,"COMRADE RAMESH KHATKAR",Independent,Haryana,KURUKSHETRA
cand152,"RAMESH LAL",Independent,Punjab,Jalandhar
cand1520,"COMRADE RAMESH KHATKAR",Independent,Haryana,KURUKSHETRA
cand1521,"JANARDAN NAIK",Independent,Odisha,Dhenkanal
cand1522,"SANGEETA YADAV","Subhashwadi Bhartiya Samajwadi Party (Subhas Party)","Uttar Pradesh",Phulpur
cand1523,"RAM KUMAR MANJHI","Gana Suraksha Party",Bihar,Gopalganj
cand1524,"JYOTIRMAY SINGH MAHATO","Bharatiya Janata Party","West Bengal",Purulia
cand1525,"DEEPENDER SINGH HOODA","Indian National Congress",Haryana,ROHTAK
cand1526,"DEVENDRA NATH MAHTO",Independent,Jharkhand,Ranchi
cand1527,"DEVENDRA NATH MAHTO",Independent,Jharkhand,Ranchi
cand1528,"DR. NITESH CHOPRA (HONEY)","Bhartiya Shakti Chetna Party",Haryana,AMBALA
cand1529,"DEVENDRA NATH MAHTO",Independent,Jharkhand,Ranchi
cand153,"BALWINDER SINGH",Independent,Punjab,Amritsar
cand1530,"DEVENDRA NATH MAHTO",Independent,Jharkhand,Ranchi
cand1531,"OM SHANKAR",Independent,"NCT OF Delhi","East Delhi"
cand1532,"RADHEY SHYAM","Peoples Party of India (Democratic)",Haryana,SONIPAT
cand1533,"PRAKASH CHANDRA SAHOO","Krupaa Party",Odisha,Cuttack
cand1534,"SATNAM BHAZIGAR","Loktantrik Lok Rajyam Party",Haryana,KURUKSHETRA
cand1535,"BIHARI LAL JALANDHARI","India Greens Party","NCT OF Delhi","South Delhi"
cand1536,"PRAVESH KUMAR MISHRA @ ANUP",Independent,Bihar,"Valmiki Nagar"
cand1537,"PRAVESH KUMAR MISHRA @ ANUP",Independent,Bihar,"Valmiki Nagar"
cand1538,"SUNIL KUMAR SHARMA","Bahujan Samaj Party",Haryana,BHIWANI-MAHENDRAGARH
cand1539,"DEEPAK MEHRA","Bahujan Samaj Party",Haryana,KURUKSHETRA
cand154,"SANTOSH KUMARI","Megh Desham Party",Punjab,Gurdaspur
cand1540,"MUSHIR AHMAD SIDDIQUI","Peoples Party of India (Democratic)","Uttar Pradesh",Phulpur
cand1541,"SANJAY KUMAR SAH","Bhartiya Lok Nayak Party",Bihar,Siwan
cand1542,"DEBAPRASAD JANA",Independent,"West Bengal",Tamluk
cand1543,"HARSH MALHOTRA","Bharatiya Janata Party","NCT OF Delhi","East Delhi"
cand1544,"NIRANJAN PATI",Independent,Odisha,Cuttack
cand1545,"RAVINDER SINGH",Independent,"NCT OF Delhi","New Delhi"
cand1546,ASHWANI,Independent,Haryana,SONIPAT
cand1547,"DINESH KUMAR","Peoples Party of India (Democratic)","NCT OF Delhi","New Delhi"
cand1548,"SURINDER KUMAR","Bharatheeya Jawan Kisan Party","NCT OF Delhi","South Delhi"
cand1549,"GOUR CHANDRA HEMBRAM",Independent,"West Bengal",Bankura
cand155,SHSHNATH,Independent,"Uttar Pradesh",Ballia
cand1550,"KISHAN THAKUR","Bahujan Samaj Party",Haryana,FARIDABAD
cand1551,"LALA RAM SAROJ","Prabuddhwadi Bahujan Morcha","Uttar Pradesh",Phulpur
cand1552,DHANANJAY,Independent,"Uttar Pradesh",Pratapgarh
cand1553,"G JAYRAM DAS",Independent,Jharkhand,Jamshedpur
cand1554,"MADAN MOHAN TIWARI","Indian National Congress",Bihar,"Paschim Champaran"
cand1555,"SANJEEV KUMAR MISHRA","Yuva Vikas Party","Uttar Pradesh",Phulpur
cand1556,"G JAYRAM DAS",Independent,Jharkhand,Jamshedpur
cand1557,"VIJAY BAUDDH","Bahujan Samaj Party","NCT OF Delhi","NORTH WEST DELHI"
cand1558,"MOHIUDDIN AHMED MAHI","All India Secular Front","West Bengal",Tamluk
cand1559,"PREM PRAKASH PASWAN",Independent,Jharkhand,Dhanbad
cand156,"EMAAN SINGH MANN","Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)",Punjab,Amritsar
cand1560,"ARUN KUMAR",Independent,"NCT OF Delhi","South Delhi"
cand1561,"PRAKASH MANI TIWARI",Independent,Bihar,Siwan
cand1562,"GYAN SAGAR PRASAD",Independent,Jharkhand,Jamshedpur
cand1563,"GOPAL MURMU","Ambedkarite Party of India","West Bengal",Bankura
cand1564,"INDRA DEO PRASAD",Independent,Jharkhand,Jamshedpur
cand1565,"INDRA DEO PRASAD",Independent,Jharkhand,Jamshedpur
cand1566,"RAM KRISHNA DWIVEDI",Independent,"Uttar Pradesh","Sant Kabir Nagar"
cand1567,"RAJ NARAYAN PATEL","Sardar Patel Siddhant Party","Uttar Pradesh",Bhadohi
cand1568,SUBHASH,"Rashtrawadi Janlok Party (Satya)",Haryana,BHIWANI-MAHENDRAGARH
cand1569,"RAM KRISHNA DWIVEDI",Independent,"Uttar Pradesh","Sant Kabir Nagar"
cand1570,"AMIT KUMAR SINGH","Rashtriya Suraksha Party","NCT OF Delhi","West Delhi"
cand1571,"JAI PRAKASH AGARWAL","Indian National Congress","NCT OF Delhi","Chandni Chowk"
cand1572,"ABHIJIT GANGOPADHYAY","Bharatiya Janata Party","West Bengal",Tamluk
cand1573,"SHAIKH AKHIRUDDIN","Bahujan Maha Party",Jharkhand,Jamshedpur
cand1574,"SURYANEEL DAS",Independent,"West Bengal",Tamluk
cand1575,"RAM KARAN GAUTAM",Independent,"Uttar Pradesh",Basti
cand1576,"SANAKA MAHATO","Socialist Unity Centre Of India (COMMUNIST)",Jharkhand,Jamshedpur
cand1577,"NISHA PATEL","Sardar Patel Siddhant Party","Uttar Pradesh",Jaunpur
cand1578,"PRATHMESH MISHRA 'SENANI'","Bahujan Samaj Party","Uttar Pradesh",Pratapgarh
cand1579,"DEEPAK M. CHAUGULE","Bahujan Republican  Socialist Party",Maharashtra,"Mumbai South Central"
cand158,"MUMTAZ ALI",Independent,"West Bengal","Kolkata Dakshin"
cand1580,"SURESH CHANDRA GAUTAM","Bahujan Samaj Party","Uttar Pradesh",Jalaun
cand1581,"SOPAN NIVRUTTI SOMWANSHI",Independent,Maharashtra,Nashik
cand1582,"KISHORI LAL","Indian National Congress","Uttar Pradesh",Amethi
cand1583,"SURAJ KUMAR","Bahujan Mukti Party",Haryana,AMBALA
cand1584,"DHOMSE MALATI RAHUL","Vanchit Bahujan  Aaghadi",Maharashtra,Dindori
cand1585,"ADVOCATE KAPIL K. SONI",Independent,Maharashtra,"Mumbai North"
cand1586,"SUBODH KUMAR YADAV",Independent,Jharkhand,Giridih
cand1587,"SANTRUPT MISRA","Biju Janata Dal",Odisha,Cuttack
cand1588,BABULAL,"Log Party","Uttar Pradesh",Banda
cand1589,"SANJAY MANOHAR MORE",Independent,Maharashtra,Thane
