cand_id,cand_name,party_name,state,const_name
cand2972,"GARNEPUDI ALEXANDER SUDHAKAR","Indian National Congress","Andhra Pradesh",Narasaraopet
cand2973,"MOUTAM SAMPATH",Independent,Telangana,Malkajgiri
cand2974,"BANDI SANJAY KUMAR","Bharatiya Janata Party",Telangana,Karimnagar
cand2975,"BASANT KUMAR LONGA",Independent,Jharkhand,Khunti
cand2976,"GANNARAPU RAVINDER",Independent,Telangana,Warangal
cand2977,"KHAJA MOINUDDIN","All India Majlis-E-Inquilab-E-Millat",Telangana,Hyderabad
cand2978,SUSHIL,Independent,"Madhya Pradesh",MANDSOUR
cand2979,"KAVURI LAVANYA","Indian National Congress","Andhra Pradesh",Eluru
cand298,"GAGAN PRAKASH","Apna Dal (Kamerawadi)","Uttar Pradesh",Varanasi
cand2980,"MOTUKUR JAGAPATHI","Indian National Congress","Andhra Pradesh",Chittoor
cand2981,"PANDURANG BHAGWAN WAGHOLE",Independent,Maharashtra,Shirur
cand2982,"NAMA NAGESWARA RAO","Bharat Rashtra Samithi",Telangana,Khammam
cand2983,"MAREPALLY LAXMINARAYANA",Independent,Telangana,Medak
cand2984,"T SUDHAKAR REDDY",Independent,"Andhra Pradesh",Hindupur
cand2985,"KASHI SATHISH KUMAR","Anti Corruption Dynamic Party",Telangana,Peddapalle
cand2986,"SERUBAI VASANTH KUMAR","Rashtra Samanya Praja Party",Telangana,Chevella
cand2987,"VAMSI KRISHNA GADDAM","Indian National Congress",Telangana,Peddapalle
cand2988,HANUMESH,Independent,Telangana,Mahabubnagar
cand2989,"B K PARTHASARATHI","Telugu Desam","Andhra Pradesh",Hindupur
cand299,"SANTOSH KUMAR PATRA",Independent,Odisha,Kendrapara
cand2990,"SANDIP DEVIDAS JADHAV",Independent,Maharashtra,Aurangabad
cand2991,"MD. MUKTAR SHAIKH",Independent,"West Bengal",Krishnanagar
cand2992,"ABDUL IMRAN",Independent,"West Bengal",Birbhum
cand2993,"AARNAKONDA RAJU",Independent,Telangana,Peddapalle
cand2994,"DR. ACHUTHA BALAJI YADAV (MURAPALA)","Bharatha Chaitanya Yuvajana Party","Andhra Pradesh",Visakhapatnam
cand2995,"PRAMOD KUMAR YADAV","Bhartiya Krishak Dal","Uttar Pradesh",Kannauj
cand2996,"BURKA KRISHNAVENI","Socialist Party (India)",Telangana,Mahabubabad
cand2997,"BAJRANG MANOHAR SONWANE","Nationalist Congress Party – Sharadchandra Pawar",Maharashtra,Beed
cand2998,"MALLEPALLY RAGHU","Navarang Congress Party","Andhra Pradesh",Nellore
cand2999,"AMAR SINGH","Bharatiya Rashtriya Morcha","Uttar Pradesh",Farrukhabad
cand3,"RAJA RAM SINGH",Independent,Bihar,Karakat
cand30,"BIPUL CHANDRA BISWAS","Mulnibasi Party of India","West Bengal",Basirhat
cand300,"BAL MUKAND",Independent,Punjab,Jalandhar
cand3000,"KARAN PAWAR",Independent,Maharashtra,Jalgaon
cand3001,"SYAMDHAN KURAPATI","Aihra National Party","Andhra Pradesh",Tirupati
cand3002,"KOMMARAJU SIVA NARASIMHA RAO","All India Forward Bloc","Andhra Pradesh",Machilipatnam
cand3003,"BOGGULA SUNIITHHA",Independent,Telangana,Secunderabad
cand3004,"ROHIDAS GEMAJI VALVI",Independent,Maharashtra,Nandurbar
cand3005,"BHARGAV VALLURU","Indian National Congress","Andhra Pradesh",Vijayawada
cand3006,"ANDHARI ANJAIAH",Independent,Telangana,Mahabubnagar
cand3007,"U P MUNI REDDY",Independent,"Andhra Pradesh",Nandyal
cand3008,"B.RAGHAVENDRA PRASAD",Independent,"Andhra Pradesh",Anantapur
cand3009,"VADLA KESAVAIAH",Independent,"Andhra Pradesh",Anantapur
cand301,"GURMEET SINGH",Independent,Punjab,Bathinda
cand3010,"RAJENDRA ACHYUTRAO HOKE",Independent,Maharashtra,Beed
cand3011,"KANDREGULA NARASIMHAM","Bahujan Samaj Party","Andhra Pradesh",Kakinada
cand3012,"ARUNA. D. K","Bharatiya Janata Party",Telangana,Mahabubnagar
cand3013,"GUYYA SAIKRISHNA MURTHY","Yuga Thulasi Party",Telangana,Nizamabad
cand3014,"MANGALAPELLI ASHAIAH",Independent,Telangana,Warangal
cand3015,"SOYAM KANNA RAJU","Gondvana Gantantra Party",Telangana,Mahabubabad
cand3016,"MOHAN KUMAR MAURYA","Bahujan Samaj Party",Bihar,Ujiarpur
cand3017,"GANTA CHARITHA RAO",Independent,Telangana,Nizamabad
cand3018,"GANAPATHI. JAGADEESWARA RAO (JAGADEESH)",Independent,"Andhra Pradesh",Visakhapatnam
cand3019,"SUKHDEO BHAGAT","Indian National Congress",Jharkhand,Lohardaga
cand302,"KARAMJIT SINGH ANMOL","Aam Aadmi Party",Punjab,Faridkot
cand3020,"NARASIMHA REDDY DYAPA","Telangana Republican Party",Telangana,Chevella
cand3021,"PRASAD PATIBANDLA",Independent,"Andhra Pradesh",Tirupati
cand3022,"MOTHE NARESH","Peoples Party of India (Democratic)",Telangana,Peddapalle
cand3023,"RAM VACHAN RAM","Bahujan Mukti Party",Jharkhand,Palamu
cand3024,"KASHI SATHISH KUMAR",Independent,Telangana,Peddapalle
cand3025,"GOTTUMUKKALA SHIVAJI",Independent,"Andhra Pradesh",Narsapuram
cand3026,M.SURENDRA,"Pyramid Party of India","Andhra Pradesh",Anantapur
cand3027,"PATHURI RAMESH","Peoples Party of India (Democratic)","Andhra Pradesh",Amalapuram
cand3028,"KALPANA PANJA","Bahujan Samaj Party",Telangana,Warangal
cand3029,"SHEETAL BARELA","Akhand Bharat Samrajya Party","Madhya Pradesh",RATLAM
cand303,"TALA MARANDI","Bharatiya Janata Party",Jharkhand,Rajmahal
cand3030,"SANTOSH KUMAR SAHU","All India Forward Bloc",Odisha,Berhampur
cand3031,"PUNGANURU PRASANNA GANAPATHI","Radical Party of India (Ambedkarist)","Andhra Pradesh",Nellore
cand3032,"KOTHAKONDA SHAKTI PRASAD",Independent,Telangana,Nizamabad
cand3033,"EDA SUDHAKARA REDDY","Indian National Congress","Andhra Pradesh",Ongole
cand3034,"MAMTA BHUIYAN","Rashtriya Janata Dal",Jharkhand,Palamu
cand3035,"SHESHERAO CHOKHOBA VEER",Independent,Maharashtra,Beed
cand3036,"MUTYAM ARJUNA RAJU",Independent,Telangana,Khammam
cand3037,"TALLAPALLY NARESH",Independent,Telangana,Peddapalle
cand3038,"KANDE. RAMARAJU",Independent,Telangana,Bhongir
cand3039,"PRASHANT PUNDALIKRAO AVHALE",Independent,Maharashtra,Aurangabad
cand304,"RUPINDER KUMAR",Independent,Punjab,Ludhiana
cand3040,"PULJALA BALAIAH",Independent,Telangana,Nagarkurnool
cand3041,"MOTHKUPELLY PRABHAKAR",Independent,Telangana,Warangal
cand3042,"M. RAVI CHANDAR CHOWHAN",Independent,Telangana,Khammam
cand3043,"AMBICA G LAKSHMINARAYANA VALMIKI","Telugu Desam","Andhra Pradesh",Anantapur
cand3044,"BURAGA RATNAM","Loktantrik Janta Dal","Andhra Pradesh",Guntur
cand3045,"GAJULA SHALIMIYA","Anna YSR Congress Party","Andhra Pradesh",Nandyal
cand3046,"CHANDINI REDDY VAKATI","Liberation Congress Party","Andhra Pradesh",Nandyal
cand3047,"CHINTHALACHERUVU HEMALATHA","Jai Maha Bharath Party","Andhra Pradesh",Vijayawada
cand3048,"ROHIDAS GEMAJI VALVI","Bahujan Mukti Party",Maharashtra,Nandurbar
cand3049,"JANARDAN PRASAD","Communist Party of India","Uttar Pradesh",Dhaurahra
cand305,"SUDAMA PRASAD","Communist Party of India  (Marxist-Leninist)  (Liberation)",Bihar,Arrah
cand3050,"HEMRAJ POONAMCHANDRA BAMNIYA","Public Political Party","Madhya Pradesh",DEWAS
cand3051,"SHARMILA SARKAR",Independent,"West Bengal","Bardhaman Purba"
cand3052,"KONDRU KIRAN KUMAR",Independent,"Andhra Pradesh",Bapatla
cand3053,RAMUDGAR,"Socialist Unity Centre Of India (COMMUNIST)",Bihar,Begusarai
cand3054,"DEVIREDDY BALANJANEYULU",Independent,"Andhra Pradesh",Ongole
cand3055,"K. UDAY TEJ NAIK",Independent,Telangana,Mahabubnagar
cand3056,"DADARAO KISAN KAMBLE",Independent,Maharashtra,Maval
cand3057,"SUNIL AJRAWAT",Independent,"Madhya Pradesh",DHAR
cand3058,"MURLIDHAR MOHOL","Bharatiya Janata Party",Maharashtra,Pune
cand3059,"A. K. SINGH ‘ASHOK’",Independent,Bihar,Munger
cand306,"VIJAY KUMAR HANSDAK","Jharkhand Mukti Morcha",Jharkhand,Rajmahal
cand3060,"S N SURESH",Independent,"Andhra Pradesh",Hindupur
cand3061,"AMAR MACHINDRA BORHADE",Independent,Maharashtra,Shirur
cand3062,"SHANKAR LALWANI","Bharatiya Janata Party","Madhya Pradesh",INDORE
cand3063,"GIRJANANDAN URAON","Bahujan Samaj Party",Jharkhand,Lohardaga
cand3064,"YUGANDAR . KONDA",Independent,"Andhra Pradesh",Chittoor
cand3065,"DEVATHI SRINIVAS","Bahujan Mukti Party",Telangana,Nizamabad
cand3066,"ADDANKI DORABABU",Independent,"Andhra Pradesh",Narsapuram
cand3067,"AMIY GHOSH",Independent,"West Bengal",Birbhum
cand3068,"BHARATH  PRASAD POTHUGANTI","Bharatiya Janata Party",Telangana,Nagarkurnool
cand3069,"SHANKAR DEVARA YADAV",Independent,"Andhra Pradesh",Visakhapatnam
cand307,"PARAMJIT SINGH",Independent,Punjab,Patiala
cand3070,"ISMAIL KHAN MAIV",Independent,"Madhya Pradesh",MANDSOUR
cand3071,"ALOK KUMAR MEHTA","Rashtriya Janata Dal",Bihar,Ujiarpur
cand3072,"JUNAID ANAM SIDDIQUI",Independent,Telangana,Secunderabad
cand3073,"SANJOG  PATIL",Independent,Maharashtra,Maval
cand3074,"DR JIVAN BHAWLAL RAJPUT",Independent,Maharashtra,Aurangabad
cand3075,"KHAJEKAR VIJAYRAO GOVINDRAO",Independent,Maharashtra,Shirdi
cand3076,"ADHALRAO SHIVAJI DATTATREY",Independent,Maharashtra,Shirur
cand3077,"DHERAVATH GOPI NAIK","Jai Maha Bharath Party",Telangana,Bhongir
cand3078,"ULLENGALA YADAGIRI",Independent,Telangana,Khammam
cand3079,"A. PURNA CHANDRA",Independent,"Andhra Pradesh",Chittoor
cand308,"ATANU DAS",Independent,"West Bengal","Kolkata Dakshin"
cand3080,"GURRAPU MACHANDER","All India Forward Bloc",Telangana,Zahirabad
cand3081,"NARAYAN JADHAV","Peoples Party of India (Democratic)",Maharashtra,Aurangabad
cand3082,ATHIDHI,Independent,"Andhra Pradesh",Araku
cand3083,"MAGUNTA SREENIVASULU REDDY","Telugu Desam","Andhra Pradesh",Ongole
cand3084,"BALABHADRA MAJHI","Bharatiya Janata Party",Odisha,Nabarangpur
cand3085,"AJAY KUMAR MISHRA",Independent,"Uttar Pradesh",Kanpur
cand3086,"VASKULA MATTAIAH","Marxist Communist Party of India (United)",Telangana,Nalgonda
cand3087,"MEDI SRINIVAS REDDI",Independent,Telangana,Medak
cand3088,"BAKALE PRABHAKAR DEVGAN","Vanchit Bahujan  Aaghadi",Maharashtra,Jalna
cand3089,"DILIP GHOSH","Bharatiya Janata Party","West Bengal","Bardhaman Durgapur"
cand309,"PRATIMA DEVI",Independent,Bihar,Karakat
cand3090,RUKHMINI,Independent,"Andhra Pradesh",Narsapuram
cand3091,"ANIL SEN",Independent,Telangana,Hyderabad
cand3092,"AJHAR ANWAR SAYYAD",Independent,Maharashtra,Jalna
cand3093,"DURGA PRASAD T","Praja Velugu Party",Telangana,Chevella
cand3094,"KARUMURI SUNIL KUMAR","Yuvajana Sramika Rythu Congress Party","Andhra Pradesh",Eluru
cand3095,"MANOJ KUMAR VISHWAMBHARNATH AGRAWAL",Independent,"Madhya Pradesh",KHANDWA
cand3096,"KURUBA MALLIKARJUNA.S.","All India Kisan Janatha party","Andhra Pradesh",Anantapur
cand3097,"GOPI CHENDRIAH",Independent,Telangana,Nizamabad
cand3098,"KHAJEKAR VIJAYRAO GOVINDRAO",Independent,Maharashtra,Shirdi
cand3099,"JAGANNATH KHANDERAO JADHAV J K JADHAV",Independent,Maharashtra,Aurangabad
cand31,"MD FAROOQUE RAZA","All India Majlis-E-Ittehadul Muslimeen",Bihar,Pataliputra
cand310,"HAKAM BAKHTARIWALA",Independent,Punjab,Sangrur
cand3100,"SATENDRA KUMAR MAURYA",Independent,"Uttar Pradesh",Kheri
cand3101,"KUNDURU RAGHUVEER","Indian National Congress",Telangana,Nalgonda
cand3102,"SHANKAR DEVARA YADAV",Independent,"Andhra Pradesh",Visakhapatnam
cand3103,"DEVISINGH NARGAVE","Communist Party of India","Madhya Pradesh",KHARGONE
cand3104,"KONGARI LINGA SWAMY","Dharma Samaj Party",Telangana,Bhongir
cand3105,"KULDEEP BHADAURIYA","Bahujan Samaj Party","Uttar Pradesh",Kanpur
cand3106,"GOPI CHENDRIAH",Independent,Telangana,Nizamabad
cand3107,"KAMBLE TRIMBAK NARAYAN","Baliraja Party",Maharashtra,Shirur
cand3108,"MOHD AZHER",Independent,Telangana,Medak
cand3109,"SHAM PAWALS RUPEKAR",Independent,Maharashtra,Jalna
cand311,"CHAMKAUR SINGH",Independent,Punjab,Firozpur
cand3110,"VENUGOPAL MOYYI","Bahujan Mukti Party",Telangana,Peddapalle
cand3111,"VIVEKA MANNEPALLI","Revolutionary Socialist Party","Andhra Pradesh",Nellore
cand3112,"KHAJEKAR VIJAYRAO GOVINDRAO",Independent,Maharashtra,Shirdi
cand3113,"MAMIDIPALLY BAPAIAH",Independent,Telangana,Peddapalle
cand3114,"ANDRAPU SUDARSHAN",Independent,Telangana,Secunderabad
cand3115,"RAMCHANDRA BHAGAT","Lokhit Adhikar Party",Jharkhand,Lohardaga
cand3116,"JANARDHAN PONNADA.",Independent,"Andhra Pradesh",Visakhapatnam
cand3117,PRADEEP,Independent,Telangana,Medak
cand3118,"LEKHRAJ LODHI","Aazad Samaj Party (Kanshi Ram)","Uttar Pradesh",Sitapur
cand3119,"ADITYA SINGH MADHUKAR",Independent,Bihar,Munger
cand312,CHHOTELAL,"Samajwadi Party","Uttar Pradesh",Robertsganj
cand3120,"ORSU VEENA","Jai Bharat National Party","Andhra Pradesh",Ongole
cand3121,"UPPU SUBBARAYUDU","Jaathia Chethi Vruthula Ikya Vedika Party","Andhra Pradesh",Nandyal
cand3122,"MOTTADAM . RAJABABU","Bharat Adivasi Party","Andhra Pradesh",Araku
cand3123,"ANAND BHADAURIYA","Samajwadi Party","Uttar Pradesh",Dhaurahra
cand3124,"ASHOK ANAND GALI",Independent,"Andhra Pradesh",Guntur
cand3125,"VENUMBAKA SUNANDA REDDY",Independent,"Andhra Pradesh",Nellore
cand3126,"BRAHMANANDA REDDY K",Independent,"Andhra Pradesh",Nandyal
cand3127,"YUVRAJ JADHAV (SAMBHA AAPPA)","Vanchit Bahujan  Aaghadi",Maharashtra,Jalgaon
cand3128,"ANJAIAH VIRIGINENI","Bahujan Samaj Party",Telangana,Nalgonda
cand3129,"DR : MORIGADI KRISHNA",Independent,Telangana,Bhongir
cand313,"BHUPINDER SINGH","Bharatheeya Jawan Kisan Party",Punjab,Ludhiana
cand3130,"CHALLA VAMSHI CHAND REDDY","Indian National Congress",Telangana,Mahabubnagar
cand3131,"SREENIVASULU MARRIPATI",Independent,"Andhra Pradesh",Rajampet
cand3132,"MOLUGU VENKATESH","New India Party",Telangana,Peddapalle
cand3133,"KINNERA YADAGIRI",Independent,Telangana,Mahabubnagar
cand3134,"TANAJI TUKARAM BHOJANE",Independent,Maharashtra,Jalna
cand3135,"APPARAO KONDA","Rashtra Samanya Praja Party",Telangana,Malkajgiri
cand3136,"ASHOK RAMCHANDRA ALHAT",Independent,Maharashtra,Shirdi
cand3137,"GADDAM MARUTHI",Independent,Telangana,Peddapalle
cand3138,"PATNAM SUNEETHA MAHENDER REDDY","Indian National Congress",Telangana,Malkajgiri
cand3139,"MOHAMMAD RIAZUR REHMAN SHAIK",Independent,Telangana,Chevella
cand314,"SMT. RINKU GUPTA","Pyramid Party of India","West Bengal","Kolkata Uttar"
cand3140,"AKHILESH YADAV","Samajwadi Party","Uttar Pradesh",Kannauj
cand3141,"RK GANAPURAM",Independent,Telangana,Warangal
cand3142,"SMITA UDAY WAGH","Bharatiya Janata Party",Maharashtra,Jalgaon
cand3143,"PANUGOTU LALASINGH",Independent,Telangana,Nalgonda
cand3144,"CHIMAJI DHONDIBA SHINDE",Independent,Maharashtra,Maval
cand3145,"CHILUKA ANAND","Yuva Taram Party",Telangana,Peddapalle
cand3146,BECHULAL,Independent,"Uttar Pradesh",Bahraich
cand3147,"SHAIK MOHMED RASOOL",Independent,Telangana,Khammam
cand3148,"MOHD SADDAM",Independent,Telangana,Zahirabad
cand3149,"SATYANARAYANA GOUD KOVURI",Independent,Telangana,Zahirabad
cand315,"BALWINDER KUMAR","Bahujan Samaj Party",Punjab,Jalandhar
cand3150,"KALYAN VAIJINATHRAO KALE","Indian National Congress",Maharashtra,Jalna
cand3151,"VIJAY PANDURANGRAO DESHMUKH (DABADGAONKAR)",Independent,Maharashtra,Pune
cand3152,"ARUNA SRI MURALA",Independent,"Andhra Pradesh",Visakhapatnam
cand3153,"SURAJ CHANDRAKANT GAIKWAD",Independent,Maharashtra,Shirur
cand3154,"DR. BOORA NARSAIAH GOUD","Bharatiya Janata Party",Telangana,Bhongir
cand3155,"Neelam Singh",Independent,"Uttar Pradesh",Misrikh
cand3156,"DR JIVAN BHAWLAL RAJPUT",Independent,Maharashtra,Aurangabad
cand3157,"SIKHAKOLLI HEMA GOWRI SHANKAR","Jatiya Jana Sena Party","Andhra Pradesh",Guntur
cand3158,"BUDDHULA SRINIVAS",Independent,Telangana,Nagarkurnool
cand3159,"ADVOCATE PANKAJ GUPTE",Independent,"Madhya Pradesh",INDORE
cand316,"YOG RAJ SAHOTA","Revolutionary Socialist Party",Punjab,"Anandpur Sahib"
cand3160,"MIR SAKIMUDDIN","The National Road Map Party of India","West Bengal","Bardhaman Durgapur"
cand3161,"IBRAHIM KHAN",Independent,Telangana,Secunderabad
cand3162,"SAMIR ORAON","Bharatiya Janata Party",Jharkhand,Lohardaga
cand3163,"ARPAN DEO BHAGAT",Independent,Jharkhand,Lohardaga
cand3164,"P.G.RAMPULLAIAH YADAV LUCKY-2","Indian National Congress","Andhra Pradesh",Kurnool
cand3165,"DR ANUSHA YADAV","Bharatha Chaitanya Yuvajana Party","Andhra Pradesh",Kakinada
cand3166,"MAHESH PARMAR",Independent,"Madhya Pradesh",UJJAIN
cand3167,"TALARI VENKATAIAH","Jaibhim Rao Bharat Party","Andhra Pradesh",Nellore
cand3168,"SAVITRI THAKUR","Bharatiya Janata Party","Madhya Pradesh",DHAR
cand3169,"SUNIL KUMAR VERMA",Independent,"Uttar Pradesh",Hardoi
cand317,"SHER SINGH","Yuga Thulasi Party","Uttar Pradesh",Chandauli
cand3170,"MEENASING AVDHESHSING SING",Independent,Maharashtra,Aurangabad
cand3171,"SHAIK BASHEED","Indian National Congress","Andhra Pradesh",Rajampet
cand3172,"MADASI SUDHARSHAN",Independent,"Andhra Pradesh",Chittoor
cand3173,RAMPRASAD,"Aazad Samaj Party (Kanshi Ram)","Madhya Pradesh",DEWAS
cand3174,"J LAKSHMI NARASIMHA YADAV","Indian National Congress","Andhra Pradesh",Nandyal
cand3175,"J.D. SEELAM","Indian National Congress","Andhra Pradesh",Bapatla
cand3176,"VIDYAWATI GAUTAM",Independent,"Uttar Pradesh",Sitapur
cand3177,"KARINGULA YADAGIRI",Independent,Telangana,Bhongir
cand3178,"GANGADHAR RAJARAM KADAM",Independent,Maharashtra,Shirdi
cand3179,"GADDAM HARISH GOUD","Dharma Samaj Party",Telangana,Hyderabad
cand318,"NARESH KUMAR",Independent,Bihar,Jahanabad
cand3180,"RACHA SUBHADRA REDDY","Socialist Party (India)",Telangana,Nalgonda
cand3181,"KUNDARAPU SRIKANTH",Independent,Telangana,Nalgonda
cand3182,"N.GANGAIAH .",Independent,"Andhra Pradesh",Chittoor
cand3183,"RAHIM MAINUDDIN SAYYAD","Azad Samaj Party",Maharashtra,Maval
cand3184,"VADDI LALITH KUMAR",Independent,"Andhra Pradesh",Amalapuram
cand3185,"PANKAJ PRABHAKAR OZARKAR","Akhil Bhartiya Parivar Party",Maharashtra,Maval
cand3186,"GANGIREDDY KOTI REDDY",Independent,Telangana,Khammam
cand3187,"NANDIGAM SURESH BABU","Yuvajana Sramika Rythu Congress Party","Andhra Pradesh",Bapatla
cand3188,"SHANKAR DEVARA YADAV",Independent,"Andhra Pradesh",Visakhapatnam
cand3189,"KUMAR NAVNEET HIMANSHU","Bahujan Samaj Party",Bihar,Munger
cand319,"SADHAN GHOSH","Socialist Unity Centre Of India (COMMUNIST)","West Bengal",Barasat
cand3190,"MADHAVITAI  NARESH JOSHI","Vanchit Bahujan  Aaghadi",Maharashtra,Maval
cand3191,"BANDAPALLI RAMESH",Independent,"Andhra Pradesh",Chittoor
cand3192,"TASBIRUL ISLAM","Socialist Unity Centre Of India (COMMUNIST)","West Bengal","Bardhaman Durgapur"
cand3193,"VIJAY VINAYAK JAGTAP",Independent,Maharashtra,Pune
cand3194,"PODISHETTI SAMMAIAH","Bahujan Mukti Party",Telangana,Karimnagar
cand3195,"PUPPALA LIMBADRI","Bahujan Samaj Party",Telangana,Nizamabad
cand3196,"NAGESWARA RAO LAKAVATH","All India National Raksha Sena",Telangana,Khammam
cand3197,"MAHAMD JAHANGIR","Communist Party of India (Marxist)",Telangana,Bhongir
cand3198,"SAJAD AHMAD DAR",Independent,"Jammu and Kashmir",SRINAGAR
cand3199,"ABHINESH SINGH","Rashtriya Jan Awaz Party","Madhya Pradesh",KHANDWA
cand32,"BIBHU PRASAD TARAI","Bharatiya Janata Party",Odisha,Jagatsinghpur
cand320,"VIRSA SINGH VALTOHA","Shiromani Akali Dal",Punjab,"Khadoor Sahib"
cand3200,"EX-HAVILDAR ISHWAR DAYARAM MORE","Sainik Samaj Party",Maharashtra,Jalgaon
cand3201,"GANJI PURNIMA","Republican Party of India (A)","Andhra Pradesh",Narsapuram
cand3202,"HEMANT MANSARAM KOLI","Vanchit Bahujan  Aaghadi",Maharashtra,Nandurbar
cand3203,"VILAS SHANKAR TAYADE","Bahujan Samaj Party",Maharashtra,Jalgaon
cand3204,"ROMALA BABU DURGAIAH","India Praja Bandhu Party",Telangana,Zahirabad
cand3205,"CHANDGUDE VINOD VASANT",Independent,Maharashtra,Shirur
cand3206,"ANIL KUMAR GADEPAKA",Independent,Telangana,Bhongir
cand3207,"TANAJI TUKARAM BHOJANE",Independent,Maharashtra,Jalna
cand3208,"NANDA KISHORE TALLADA","Alliance of Democratic Reforms Party",Telangana,Medak
cand3209,"GARLAPATI SUBHASH PREM","Revolutionary Socialist Party","Andhra Pradesh",Narasaraopet
cand321,"KHUSHBOO KUMARI","Akhil Bhartiya Parivar Party",Bihar,Pataliputra
cand3210,"SHAMSHER KHAN SAHEB KHAN PATHAN",Independent,Maharashtra,Beed
cand3211,"SATYANARAYANA GOUD KOVURI",Independent,Telangana,Zahirabad
cand3212,"SHAIK BAJI BABA",Independent,Telangana,Khammam
cand3213,"VARA PRASAD RAO VELAGAPALLI","Bharatiya Janata Party","Andhra Pradesh",Tirupati
cand3214,"A. SRINIVASULU",Independent,Telangana,Mahabubnagar
cand3215,"RAJENDRA MARUTI KATE",Independent,Maharashtra,Maval
cand3216,"H D HANUMANTHE GOWD",Independent,"Andhra Pradesh",Hindupur
cand3217,"ATI ANJANEYULU",Independent,Telangana,Medak
cand3218,"MANNE SRINIVAS REDDY","Bharat Rashtra Samithi",Telangana,Mahabubnagar
cand3219,"KUNDARAPU SRIKANTH",Independent,Telangana,Nalgonda
cand322,"SWAPAN MAJUMDAR",Independent,"West Bengal",Barasat
cand3220,"KESINENI SIVANATH (CHINNI)","Telugu Desam","Andhra Pradesh",Vijayawada
cand3221,"HEMANT MANSARAM KOLI",Independent,Maharashtra,Nandurbar
cand3222,"SALIM ALLABAKSHA SAYYAD",Independent,Maharashtra,Beed
cand3223,"RAJARAM PAL","Samajwadi Party","Uttar Pradesh",Akbarpur
cand3224,"KADASI SHEKHAR",Independent,Telangana,Peddapalle
cand3225,"JYOTSNA GOND","Samajwadi Party","Uttar Pradesh",Shahjahanpur
cand3226,"BABASAHEB PATIL SHINDE",Independent,Maharashtra,Jalna
cand3227,"ABDUL SHAKUR DESHPANDE",Independent,Maharashtra,Jalgaon
cand3228,"ANIL KUMAR BODA",Independent,Telangana,Mahabubabad
cand3229,"N. TIRUPATI","Vidhyarthula Rajakiya Party",Telangana,Adilabad
cand323,"SARMISTHA SETHI","Biju Janata Dal",Odisha,Jajpur
cand3230,"AHMAD KHAN",Independent,Maharashtra,Jalgaon
cand3231,"DR CHANDRA SEKHAR PEMMASANI","Telugu Desam","Andhra Pradesh",Guntur
cand3232,"POCHA BRAHMANANDA REDDY","Yuvajana Sramika Rythu Congress Party","Andhra Pradesh",Nandyal
cand3233,"RATAN ASARAM LANDGE",Independent,Maharashtra,Jalna
cand3234,"DEBTANU BHATTACHARYA","Bharatiya Janata Party","West Bengal",Birbhum
cand3235,"KONDI ASHOK",Independent,Telangana,Medak
cand3236,"SHANKAR DEVARA YADAV",Independent,"Andhra Pradesh",Visakhapatnam
cand3237,"PATHAN KHAJA (BASHA)","Telugu Rajadhikara Samiti Party","Andhra Pradesh",Guntur
cand3238,"BHUJABAL MAJHI","Indian National Congress",Odisha,Nabarangpur
cand3239,"KADINTI SHANKAR REDDY","Viduthalai Chiruthaigal Katchi",Telangana,Mahabubnagar
cand324,"GURINDER SINGH",Independent,Punjab,Amritsar
cand3240,"VALENDRA KATIYAR","Socialist Unity Centre Of India (COMMUNIST)","Uttar Pradesh",Kanpur
cand3241,"PALAMURI SAI NIKHIL",Independent,Telangana,Nizamabad
cand3242,"JAIPAL NAYAK JADAVATH",Independent,Telangana,Zahirabad
cand3243,"MANI MUNDA","Bhagidari Party(P)",Jharkhand,Lohardaga
cand3244,"VENKATA RAMANA",Independent,Telangana,Mahabubnagar
cand3245,"PANDU RANGA YADAV SIDDAPU","Samajwadi Party","Andhra Pradesh",Nandyal
cand3246,"ASHOK KUMAR MAMBA","Maa Telangana Party",Telangana,Hyderabad
cand3247,"BOIN DURGA PRASAD YADAV","Dharma Samaj Party",Telangana,Malkajgiri
cand3248,"R. SUBENDER SINGH",Independent,Telangana,Malkajgiri
cand3249,"ABISHEK GOUD THABETI","Jana Shankhaaraavam Party",Telangana,Medak
cand325,"KEHAR SINGH",Independent,"Himachal Pradesh",KANGRA
cand3250,"BHAUSAHEB RAMNATH WAKCHAURE",Independent,Maharashtra,Shirdi
cand3251,"SYED ANWAR",Independent,Telangana,Hyderabad
cand3252,"GOLI SAIDULU",Independent,Telangana,Nalgonda
cand3253,"ASHIS DAS",Independent,"West Bengal",Baharampur
cand3254,"RANJEET BHAGAT",Independent,Jharkhand,Lohardaga
cand3255,"PALAMURI SAI NIKHIL",Independent,Telangana,Nizamabad
cand3256,RAMPAL,Independent,"Uttar Pradesh",Misrikh
cand3257,"VANKUDOTHU RAVI KUMAR (RAVANNA)","Telangana Jaghir Party",Telangana,Mahabubabad
cand3258,"VISHAL UDDHAV NANDARKAR",Independent,Maharashtra,Aurangabad
cand3259,"SUDHA VEERA GANESH",Independent,"Andhra Pradesh",Kakinada
cand326,"RAJ KUMAR","Bahujan Samaj Party",Punjab,Gurdaspur
cand3260,"KAYA DURGARAO","Navarang Congress Party","Andhra Pradesh",Srikakulam
cand3261,ALLAM.RAJA,Independent,"Andhra Pradesh",Tirupati
cand3262,"SUNNY HAZARI","Indian National Congress",Bihar,Samastipur
