party_id,cand_id,name,party_name
SHS(UBT),cand4709,CHANDRAHAR SUBHASH PATIL,Shiv Sena (Uddhav Balasaheb Thackrey)
IND,cand4772,DATTATRAY PANDIT PATIL,Independent
IND,cand4802,PRAKASH SHIVAJIRAO SHENDGE,Independent
SWP,cand4922,MAHESH YASHWANT KHARADE,Swabhimani Paksha
BSP,cand5013,TIPUSULATAN SIKANDAR PATAVEGAR,Bahujan Samaj Party
IND,cand5079,VISHAL (DADA) PRAKASHBAPU PATIL,Independent
IND,cand5167,ALLAUDDIN HAYATCHAND KAZI,Independent
IND,cand5175,RAVINDRA CHANDAR SOLANKAR,Independent
IND,cand5191,JALINDAR MACHINDRA THOMAKE,Independent
IND,cand5228,TOUHID ILAHI MOMIN,Independent
IND,cand5287,SUWARNATAI SUDHAKAR GAYAKWAD,Independent
BJKP2,cand5384,PANDURANG RAOSAHEB BHOSALE,Bharatheeya Jawan Kisan Party
IND,cand5498,DR AKASH VHATKAR,Independent
IND,cand5519,AJIT DHANAJI KHANDARE,Independent
IND,cand5547,MAHESH YASHWANT KHARADE,Independent
IND,cand5562,BANDAGAR NANASO BALASO,Independent
BJP,cand5686,SANJAY (KAKA) PATIL,Bharatiya Janata Party
BALP,cand5719,ANAND SHANKAR NALAGE,Baliraja Party
IND,cand5778,SHASHIKANT GAUTAM DESHMUKH,Independent
IND,cand5937,SANGRAM RAJARAM MORE,Independent
IND,cand6075,VISHAL (DADA) PRAKASHBAPU PATIL,Independent
HJP,cand6083,SATISH LALITA KRISHNA KADAM,Hindustan Janta Party
NOTA,cand9173,None of the Above,NOTA
