party_id,cand_id,name,party_name
AITC,cand1012,SHANTIRAM MAHATO,All India Trinamool Congress
IND,cand1150,AJIT MAHATO,Independent
INC,cand1465,NEPAL CHANDRA MAHATO,Indian National Congress
IND,cand1496,AJIT PRASAD MAHATA,Independent
IND,cand1497,AJIT PRASAD MAHATA,Independent
BJP,cand1524,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party
IND,cand1671,BHAGWAT DASS SHASTRI,Independent
IND,cand1683,GORISH ROY,Independent
IND,cand1690,PIJUSH KANTI RAJAK,Independent
PDS,cand1693,ASIT BARAN MAHATO,Party for Democratic Socialism
BSP,cand2213,SONTOSH RAJOWARD,Bahujan Samaj Party
AIFB,cand2485,DHIRENDRANATH MAHATO,All India Forward Bloc
SUCI,cand2586,SUSMITA MAHATO,Socialist Unity Centre Of India (COMMUNIST)
IND,cand963,AJIT PRASAD MAHATA,Independent
NOTA,cand9173,None of the Above,NOTA
