party_id,cand_id,name,party_name
BSP,cand4596,DABHI ASHOKBHAI SUKHABHAI,Bahujan Samaj Party
IND,cand4668,ASHOK PALAJIBHAI RATHOD,Independent
IND,cand4672,ANANDBHAI PACHANBHAI RATHOD,Independent
NIUP2,cand4804,DILIPBHAI PARSHOTTAMBHAI MAKWANA,New India United Party
RANP,cand5003,CHAVDA NILESHBHAI MANSUKHBHAI,Rashtra Nirman Party
IND,cand5035,VINODBHAI BABUBHAI SATROTIYA,Independent
GSNJP2,cand5109,DEVENDRA MOHANDAS MAHANT,Gunj Satya Ni Janata Party
IND,cand5217,GEDIYA KRUSHANAVADAN HARIPRASADBHAI,Independent
MAIIJP2,cand5315,PATEL MADHUSUDAN BALDEVBHAI,Mission All India Independent Justice Party
IND,cand5368,J.K.PATEL,Independent
IND,cand5429,KOLI RAMESHBHAI VIRSANGBHAI VAGHELA,Independent
IND,cand5487,ZALA DEVRAJBHAI BABUBHAI,Independent
INC,cand6034,RUTVIKBHAI LAVJIBHAI MAKWANA,Indian National Congress
BJP,cand6042,CHANDUBHAI CHHAGANBHAI SHIHORA,Bharatiya Janata Party
NOTA,cand9173,None of the Above,NOTA
